Department,Course,Slot,Room,Students
26,816,15407,25,53
26,625,19642,16,27
26,690,15387,25,53
26,690,16062,25,53
26,690,12137,25,53
26,690,21798,25,53
26,690,15581,25,53
26,690,6584,25,53
26,690,10623,25,53
26,690,11967,25,53
26,690,18543,25,53
26,690,6320,25,53
26,276,11358,38,72
26,565,8442,25,53
26,1078,26065,60,2
26,951,24867,16,27
26,888,12736,10,22
26,1016,16969,60,5
26,1016,6070,60,5
26,731,15751,21,135
26,731,19028,21,135
26,731,12144,21,135
26,731,22570,21,135
26,731,11566,21,135
26,1021,7540,60,5
26,701,6274,60,5
26,734,21738,25,56
26,734,16960,25,56
26,734,17970,25,56
26,734,15835,25,56
26,734,21637,25,56
26,734,17108,25,56
26,734,1929,25,56
26,734,13107,25,56
26,734,7061,25,56
26,734,17737,25,56
26,734,21367,25,56
26,734,20792,25,56
26,799,9803,25,56
27,673,11004,25,53
27,643,6911,60,5
27,643,13746,60,5
27,1002,10183,14,25
27,1002,15212,14,25
27,1002,13207,14,25
27,1002,13508,14,25
27,1002,19873,14,25
27,1003,6483,60,5
27,1003,1549,60,5
27,1067,17421,60,5
27,816,15506,25,53
27,625,23262,16,27
27,690,16039,25,53
27,690,15529,25,53
27,690,9824,25,53
27,690,6826,25,53
27,690,24803,25,53
27,690,4655,25,53
27,690,12154,25,53
27,690,2138,25,53
27,690,19656,25,53
27,690,11417,25,53
27,979,2199,60,2
27,276,7374,38,72
27,565,10624,25,53
27,951,7471,16,27
27,888,16520,10,22
27,1016,11626,60,5
27,1016,17523,60,5
27,731,19271,21,135
27,731,4907,21,135
27,731,10522,21,135
27,731,11454,21,135
27,731,9315,,135
27,1021,14606,60,5
27,701,517,60,5
27,734,5350,25,56
27,734,9092,25,56
27,734,24548,25,56
27,734,3492,25,56
27,734,1348,25,56
27,734,5900,25,56
27,734,2483,25,56
27,734,8016,25,56
27,734,9139,25,56
27,734,3025,25,56
27,734,21458,25,56
27,734,5015,25,56
27,799,6901,25,56
28,768,102,10,22
28,240,14535,38,80
28,240,3095,38,80
28,275,10748,29,120
28,275,5461,29,120
28,1027,12409,60,2
28,276,7304,38,72
28,821,19643,10,22
28,743,3575,60,6
28,744,5690,60,6
28,744,18299,60,6
28,922,12140,60,2
29,768,19939,10,22
29,240,13012,38,80
29,240,22845,38,80
29,275,13846,29,120
29,275,5467,29,120
29,276,12734,38,72
29,821,9447,,22
29,743,8450,60,6
29,744,6364,60,6
29,744,3979,60,6
30,768,5534,10,22
30,240,20190,38,80
30,240,14324,38,80
30,275,19345,29,120
30,275,24130,29,120
30,276,6377,38,72
30,821,11561,10,22
30,1078,5203,60,2
30,743,13,60,6
30,744,23878,60,6
30,744,13557,60,6
31,768,17398,10,22
31,240,6650,38,80
31,240,11034,38,80
31,275,20606,29,120
31,275,22950,29,120
31,979,1999,60,2
31,276,22838,38,72
31,821,10153,10,22
31,743,21099,60,6
31,744,12779,60,6
31,744,6385,60,6
32,257,6797,21,174
32,257,4040,21,174
32,611,19207,60,1
32,260,21654,21,167
32,260,10551,21,167
32,644,25096,38,77
32,644,9114,38,77
32,644,2002,38,77
32,741,23521,60,2
32,741,1075,60,2
32,263,9852,21,172
32,263,14368,21,172
32,615,22835,38,69
32,615,21982,38,69
32,777,15503,60,2
32,267,964,21,172
32,267,24740,21,172
32,749,10726,38,80
32,749,771,38,80
32,749,11494,38,80
32,814,13926,60,2
32,786,22538,60,2
32,915,11448,38,72
32,915,5929,38,72
32,915,3384,38,72
32,915,17822,38,72
32,915,11056,38,72
32,915,20237,38,72
32,915,25417,38,72
32,915,4557,38,72
32,915,13391,38,72
32,915,25830,38,72
32,915,510,38,72
32,915,13862,38,72
32,915,20836,38,72
32,915,8258,38,72
32,915,12467,38,72
32,915,10551,38,72
32,915,4410,38,72
32,915,8019,38,72
32,915,18688,38,72
32,915,12874,38,72
32,915,10238,38,72
32,915,2915,38,72
32,915,418,38,72
32,915,11057,38,72
32,915,6176,38,72
32,915,11124,38,72
32,915,18131,38,72
32,915,25109,38,72
32,915,5663,38,72
32,915,16010,38,72
32,245,67,21,174
32,245,22404,21,174
32,245,11001,21,174
32,245,13355,21,174
32,245,8051,21,174
32,247,19847,19,64
32,247,4053,19,64
32,247,18116,19,64
32,247,10082,19,64
32,889,11560,38,80
32,889,2898,38,80
32,634,20627,60,1
32,670,22897,38,72
33,257,4615,21,174
33,257,5787,21,174
33,260,1524,21,167
33,260,15099,21,167
33,644,3116,38,77
33,644,17593,38,77
33,644,6463,38,77
33,741,14706,60,2
33,741,1688,60,2
33,263,12541,21,172
33,263,22266,21,172
33,615,24151,38,69
33,615,657,38,69
33,777,17480,60,2
33,267,32,21,172
33,267,21823,21,172
33,749,3155,38,80
33,749,1572,38,80
33,749,20720,38,80
33,814,18005,60,2
33,655,20912,60,1
33,786,17726,60,2
33,915,22945,38,72
33,915,1168,38,72
33,915,19607,38,72
33,915,25840,38,72
33,915,501,38,72
33,915,10319,38,72
33,915,13419,38,72
33,915,6357,38,72
33,915,23014,38,72
33,915,4861,38,72
33,915,3885,38,72
33,915,10603,38,72
33,915,20516,38,72
33,915,5016,38,72
33,915,2684,38,72
33,915,6394,38,72
33,915,14752,38,72
33,915,9065,38,72
33,915,23530,38,72
33,915,8925,38,72
33,915,24464,38,72
33,915,797,38,72
33,915,9443,,72
33,915,22003,38,72
33,915,21316,38,72
33,915,7252,38,72
33,915,674,38,72
33,915,19513,38,72
33,915,16962,38,72
33,915,11987,38,72
33,245,19176,21,174
33,245,5187,21,174
33,245,18126,21,174
33,245,6316,21,174
33,245,26124,21,174
33,247,14857,19,64
33,247,11469,19,64
33,247,17404,19,64
33,247,9037,19,64
33,889,2414,38,80
33,889,20256,38,80
33,955,21752,51,13
33,955,5554,51,13
33,955,25069,51,13
33,955,18012,51,13
33,955,11133,51,13
33,955,16137,51,13
33,670,19361,38,72
34,736,9030,21,141
34,736,6453,21,141
34,736,3896,21,141
34,736,23378,21,141
34,736,8128,21,141
34,736,10953,21,141
34,736,14370,21,141
34,736,2359,21,141
34,736,3376,21,141
34,736,10671,21,141
34,736,13492,21,141
34,736,15615,21,141
34,736,13644,21,141
34,736,3887,21,141
34,736,13313,21,141
34,736,23654,21,141
34,736,7185,21,141
34,736,1050,21,141
34,736,16588,21,141
34,736,6522,21,141
34,257,13419,21,174
34,257,18964,21,174
34,993,10545,15,128
34,898,23659,36,12
34,260,1711,21,167
34,260,408,21,167
34,998,15435,36,12
34,263,23610,21,172
34,263,23000,21,172
34,267,5161,21,172
34,267,6297,21,172
34,813,12869,36,12
34,785,13417,36,12
34,882,10057,21,141
34,882,10504,21,141
34,754,2806,4,16
34,245,2942,21,174
34,245,11671,21,174
34,245,1520,21,174
34,245,9303,,174
34,245,17889,21,174
34,246,7957,29,113
34,246,11359,29,113
34,246,16782,29,113
34,246,1029,29,113
34,246,4391,29,113
34,569,6074,15,131
34,569,16390,15,131
34,569,24643,15,131
34,569,17877,15,131
34,569,21323,15,131
34,569,4174,15,131
34,569,15989,15,131
34,569,24660,15,131
34,569,14349,15,131
34,569,2903,15,131
34,569,20354,15,131
34,569,14475,15,131
34,569,1860,15,131
34,569,16607,15,131
34,569,4077,15,131
34,569,21170,15,131
34,569,4393,15,131
34,569,4221,15,131
34,569,3320,15,131
34,569,13116,15,131
34,1019,12503,36,12
34,1019,25599,36,12
34,1019,13239,36,12
34,1019,9107,36,12
34,955,11807,51,13
34,955,21657,51,13
34,955,24444,51,13
34,955,2541,51,13
34,955,7787,51,13
34,955,20266,51,13
34,766,14565,21,141
34,766,2820,21,141
35,736,4791,21,141
35,736,15974,21,141
35,736,12552,21,141
35,736,19553,21,141
35,736,3630,21,141
35,736,25423,21,141
35,736,20885,21,141
35,736,21245,21,141
35,736,20061,21,141
35,736,9436,,141
35,736,12871,21,141
35,736,21668,21,141
35,736,23152,21,141
35,736,25979,21,141
35,736,7030,21,141
35,736,10879,21,141
35,736,15170,21,141
35,736,12328,21,141
35,736,15477,21,141
35,736,706,21,141
35,257,11960,21,174
35,257,2992,21,174
35,993,1342,15,128
35,898,24514,36,12
35,260,18440,21,167
35,260,8742,21,167
35,998,9441,,12
35,263,17055,21,172
35,263,19699,13,172
35,267,18653,21,172
35,267,18477,21,172
35,813,21922,36,12
35,785,19646,36,12
35,882,24343,21,141
35,882,974,21,141
35,754,17945,4,16
35,245,15314,21,174
35,245,9007,21,174
35,245,7285,21,174
35,245,10329,21,174
35,245,22459,21,174
35,246,17697,29,113
35,246,15724,29,113
35,246,2885,29,113
35,246,829,29,113
35,246,25169,29,113
35,569,10130,15,131
35,569,14692,15,131
35,569,22370,15,131
35,569,16361,15,131
35,569,17701,15,131
35,569,18853,15,131
35,569,1302,15,131
35,569,4878,15,131
35,569,12402,15,131
35,569,23842,15,131
35,569,1838,15,131
35,569,12351,15,131
35,569,7419,15,131
35,569,5331,15,131
35,569,23844,15,131
35,569,25447,15,131
35,569,11018,15,131
35,569,21233,15,131
35,569,5531,15,131
35,569,5702,15,131
35,1019,24289,36,12
35,1019,6655,36,12
35,1019,23107,36,12
35,1019,12408,36,12
35,955,6699,51,13
35,955,18171,51,13
35,955,6472,51,13
35,955,11001,51,13
35,955,18774,51,13
35,955,10403,51,13
35,766,8697,21,141
35,766,4568,21,141
36,256,10437,38,69
36,256,16021,38,69
36,256,8019,38,69
36,257,23962,21,174
36,257,12231,21,174
36,898,9106,36,12
36,259,1180,16,27
36,259,6053,16,27
36,260,519,21,167
36,260,24391,21,167
36,261,3308,22,31
36,261,21161,22,31
36,902,5911,36,12
36,263,5835,21,172
36,263,22034,21,172
36,264,15573,8,26
36,264,8644,8,26
36,265,24665,8,26
36,265,7028,8,26
36,267,4508,21,172
36,267,22690,21,172
36,268,15678,8,26
36,268,19352,8,26
36,269,2782,16,27
36,269,4289,16,27
36,270,5729,11,30
36,270,22407,11,30
36,272,2636,1,35
36,272,23999,1,35
36,273,5159,38,69
36,273,10149,38,69
36,273,6001,38,69
36,785,10997,36,12
36,736,1567,21,141
36,736,14235,21,141
36,736,16105,21,141
36,736,19162,21,141
36,736,1600,21,141
36,736,18617,21,141
36,736,17338,21,141
36,736,6956,21,141
36,736,9740,,141
36,736,15644,21,141
36,736,25527,21,141
36,736,7810,21,141
36,736,19576,21,141
36,736,12096,21,141
36,736,18343,21,141
36,736,21040,21,141
36,736,16207,21,141
36,736,2594,21,141
36,736,3391,21,141
36,736,19501,21,141
36,993,13882,15,128
36,998,8696,36,12
36,813,21370,36,12
36,882,3836,21,141
36,882,6137,21,141
36,754,23548,4,16
36,245,6279,21,174
36,245,5560,21,174
36,245,13330,21,174
36,245,8213,21,174
36,245,7440,21,174
36,246,5264,29,113
36,246,22347,29,113
36,246,18557,29,113
36,246,6752,29,113
36,246,3101,29,113
36,569,9295,15,131
36,569,16067,15,131
36,569,18878,15,131
36,569,15607,15,131
36,569,22800,15,131
36,569,8338,15,131
36,569,15735,15,131
36,569,17348,15,131
36,569,4034,15,131
36,569,24671,15,131
36,569,4096,15,131
36,569,15049,15,131
36,569,14080,15,131
36,569,23765,15,131
36,569,13188,15,131
36,569,15877,15,131
36,569,20409,15,131
36,569,4443,15,131
36,569,5471,15,131
36,569,3660,15,131
36,1019,20145,36,12
36,1019,7475,36,12
36,1019,19174,36,12
36,1019,9538,36,12
36,955,8404,51,13
36,955,5996,51,13
36,955,12948,51,13
36,955,3133,51,13
36,955,22052,51,13
36,955,3640,51,13
36,766,7977,21,141
36,766,17013,21,141
36,254,22453,8,26
36,254,10774,8,26
37,736,17307,21,141
37,736,5252,21,141
37,736,22861,21,141
37,736,13310,21,141
37,736,9615,,141
37,736,7124,21,141
37,736,25398,21,141
37,736,13147,21,141
37,736,14175,21,141
37,736,5464,21,141
37,736,13631,21,141
37,736,13856,21,141
37,736,9358,,141
37,736,6962,21,141
37,736,8360,21,141
37,736,7955,21,141
37,736,19077,21,141
37,736,21451,21,141
37,736,26049,21,141
37,736,15882,21,141
37,257,10207,21,174
37,257,540,21,174
37,993,4113,15,128
37,898,11541,36,12
37,260,24993,21,167
37,260,3147,21,167
37,998,21361,36,12
37,263,8246,21,172
37,263,14665,21,172
37,267,0,21,172
37,267,1311,21,172
37,813,24662,36,12
37,785,17423,36,12
37,882,10023,21,141
37,882,22255,21,141
37,754,6438,4,16
37,245,10720,21,174
37,245,25426,21,174
37,245,17194,21,174
37,245,20889,21,174
37,245,24765,21,174
37,246,10341,29,113
37,246,18671,29,113
37,246,2015,29,113
37,246,11470,29,113
37,246,14150,29,113
37,569,5024,15,131
37,569,3986,15,131
37,569,7264,15,131
37,569,4714,15,131
37,569,5713,15,131
37,569,742,15,131
37,569,10543,15,131
37,569,1983,15,131
37,569,23187,15,131
37,569,26042,15,131
37,569,2907,15,131
37,569,20035,15,131
37,569,21616,15,131
37,569,18574,15,131
37,569,11637,15,131
37,569,16678,15,131
37,569,19132,15,131
37,569,3920,15,131
37,569,358,15,131
37,569,23424,15,131
37,1019,22833,36,12
37,1019,7885,36,12
37,1019,5990,36,12
37,1019,1935,36,12
37,955,15220,51,13
37,955,11319,51,13
37,955,7195,51,13
37,955,26117,51,13
37,955,22041,51,13
37,955,17310,51,13
37,766,5608,21,141
37,766,11089,21,141
38,736,738,21,141
38,736,12911,21,141
38,736,519,21,141
38,736,3562,21,141
38,736,15898,21,141
38,736,18099,21,141
38,736,15208,21,141
38,736,15987,21,141
38,736,2141,21,141
38,736,22394,21,141
38,736,24892,21,141
38,736,16004,21,141
38,736,22740,21,141
38,736,13289,21,141
38,736,11053,21,141
38,736,18900,21,141
38,736,16712,21,141
38,736,8635,21,141
38,736,19641,21,141
38,736,20804,21,141
38,257,5159,21,174
38,257,22647,21,174
38,993,7211,15,128
38,898,24521,36,12
38,260,15293,21,167
38,260,1392,21,167
38,998,22849,36,12
38,263,7619,21,172
38,263,9092,21,172
38,267,12064,21,172
38,267,5133,21,172
38,813,10732,36,12
38,785,9533,36,12
38,882,15571,21,141
38,882,21380,21,141
38,754,9939,4,16
38,245,4478,21,174
38,245,17032,21,174
38,245,23819,21,174
38,245,20170,21,174
38,245,3786,21,174
38,246,17501,29,113
38,246,9559,29,113
38,246,3260,29,113
38,246,609,29,113
38,246,8379,29,113
38,569,11371,15,131
38,569,6889,15,131
38,569,87,15,131
38,569,2917,15,131
38,569,22270,15,131
38,569,6077,15,131
38,569,7531,15,131
38,569,22129,15,131
38,569,13341,15,131
38,569,4399,15,131
38,569,23711,15,131
38,569,3246,15,131
38,569,20188,15,131
38,569,24025,15,131
38,569,3614,15,131
38,569,123,15,131
38,569,729,15,131
38,569,22186,15,131
38,569,6176,15,131
38,569,18907,15,131
38,1019,21717,36,12
38,1019,15132,36,12
38,1019,2390,36,12
38,1019,12783,36,12
38,955,12407,51,13
38,955,20288,51,13
38,955,7824,51,13
38,955,14039,51,13
38,955,25232,51,13
38,955,24655,51,13
38,766,7519,21,141
38,766,4158,21,141
39,736,15299,21,141
39,736,11893,21,141
39,736,14587,21,141
39,736,23692,21,141
39,736,12950,21,141
39,736,1416,21,141
39,736,9484,21,141
39,736,2045,21,141
39,736,1637,21,141
39,736,13793,21,141
39,736,7869,21,141
39,736,20839,21,141
39,736,12599,21,141
39,736,17008,21,141
39,736,8341,21,141
39,736,24593,21,141
39,736,9653,,141
39,736,16091,21,141
39,736,15919,21,141
39,736,4746,21,141
39,257,2756,21,174
39,257,15596,21,174
39,993,14851,15,128
39,898,20606,36,12
39,260,8065,21,167
39,260,24724,21,167
39,998,25673,36,12
39,263,1107,21,172
39,263,8232,21,172
39,267,7773,21,172
39,267,21217,21,172
39,813,1710,36,12
39,785,2593,36,12
39,882,19804,13,141
39,882,19535,21,141
39,754,4962,4,16
39,245,20335,21,174
39,245,24827,21,174
39,245,18581,21,174
39,245,12871,21,174
39,245,23822,21,174
39,246,20281,29,113
39,246,17383,29,113
39,246,9388,,113
39,246,2153,29,113
39,246,5282,29,113
39,569,19955,15,131
39,569,15799,15,131
39,569,3793,15,131
39,569,20920,15,131
39,569,2087,15,131
39,569,9029,15,131
39,569,16298,15,131
39,569,22228,15,131
39,569,22085,15,131
39,569,20337,15,131
39,569,1973,15,131
39,569,19947,15,131
39,569,5661,15,131
39,569,8396,15,131
39,569,21046,15,131
39,569,20102,15,131
39,569,12084,15,131
39,569,25332,15,131
39,569,9137,15,131
39,569,14867,15,131
39,1019,4483,36,12
39,1019,21015,36,12
39,1019,9013,36,12
39,1019,22116,36,12
39,955,23349,51,13
39,955,8579,51,13
39,955,23210,51,13
39,955,1877,51,13
39,955,22032,51,13
39,955,23806,51,13
39,766,15870,21,141
39,766,13775,21,141
40,64,25225,13,286
40,64,7388,13,286
40,645,5758,60,2
40,568,7718,51,14
40,568,11431,51,14
40,568,12694,51,14
40,650,6965,60,1
40,650,16195,60,1
40,682,21889,60,1
40,682,18311,60,1
40,604,410,60,1
40,604,8256,60,1
41,736,14934,21,141
41,736,20177,21,141
41,736,21027,21,141
41,736,25108,21,141
41,736,3495,21,141
41,736,921,21,141
41,736,12079,21,141
41,736,23539,21,141
41,736,25433,21,141
41,736,2741,21,141
41,736,13375,21,141
41,736,20465,21,141
41,736,13023,21,141
41,736,11813,21,141
41,736,19389,21,141
41,736,9927,21,141
41,736,21996,21,141
41,736,15283,21,141
41,736,21137,21,141
41,736,23386,21,141
41,64,4140,47,286
41,64,21735,13,286
41,993,19126,15,128
41,642,12604,25,52
41,868,19265,25,52
41,868,17732,25,52
41,868,2247,25,52
41,868,25277,25,52
41,559,808,38,104
41,559,951,38,104
41,559,7157,38,104
41,559,7768,38,104
41,559,17940,38,104
41,559,2905,38,104
41,559,26169,38,104
41,559,16266,38,104
41,720,1440,60,1
41,882,6600,21,141
41,882,605,21,141
41,566,4164,36,11
41,566,13340,36,11
41,569,21779,15,131
41,569,3310,15,131
41,569,15267,15,131
41,569,8199,15,131
41,569,7090,15,131
41,569,8896,15,131
41,569,3915,15,131
41,569,4794,15,131
41,569,18958,15,131
41,569,4454,15,131
41,569,13529,15,131
41,569,23647,15,131
41,569,21312,15,131
41,569,20752,15,131
41,569,8899,15,131
41,569,25492,15,131
41,569,18305,15,131
41,569,1217,15,131
41,569,11501,15,131
41,569,4004,15,131
41,601,2715,36,11
41,601,13350,36,11
41,666,21549,36,11
41,666,8738,36,11
41,570,14545,25,52
41,570,18106,25,52
41,570,870,25,52
41,570,2192,25,52
41,766,10356,21,141
41,766,21584,21,141
42,736,9389,,141
42,736,9629,,141
42,736,2308,21,141
42,736,25532,21,141
42,736,7317,21,141
42,736,10181,21,141
42,736,8050,21,141
42,736,18500,21,141
42,736,19961,21,141
42,736,21755,21,141
42,736,12899,21,141
42,736,18179,21,141
42,736,20706,21,141
42,736,13216,21,141
42,736,15512,21,141
42,736,3447,21,141
42,736,17297,21,141
42,736,10636,21,141
42,736,23328,21,141
42,736,25984,21,141
42,64,3198,13,286
42,64,11564,13,286
42,993,23683,15,128
42,642,6206,25,52
42,868,4502,25,52
42,868,16412,25,52
42,868,6605,25,52
42,868,13000,25,52
42,559,25472,38,104
42,559,20095,38,104
42,559,22996,38,104
42,559,20387,38,104
42,559,13495,38,104
42,559,21953,38,104
