Department,Course,Slot,Room,Students
15,177,33110,7,36
15,177,34919,7,36
15,178,34476,5,18
15,179,37804,7,36
15,179,22592,7,36
15,180,37957,7,36
15,180,16706,7,36
15,174,2627,5,18
15,175,18632,5,18
16,181,24701,7,32
16,181,17572,7,32
16,182,20934,5,17
16,183,19463,5,17
16,184,13443,7,34
16,184,23090,7,34
16,185,37900,5,17
17,181,20819,7,32
17,181,25440,7,32
17,182,28775,5,17
17,183,7121,5,17
17,184,36596,7,34
17,184,6323,7,34
17,185,1657,5,17
18,181,27429,7,32
18,181,35677,7,32
18,182,11113,5,17
18,183,12636,5,17
18,184,29655,7,34
18,184,6022,7,34
18,185,34623,5,17
19,181,114,7,32
19,181,27662,7,32
19,182,16167,5,17
19,183,26257,5,17
19,184,6526,7,34
19,184,30999,7,34
19,185,35295,5,17
20,181,21707,7,32
20,181,14052,7,32
20,182,36459,5,17
20,183,2453,5,17
20,184,13253,7,34
20,184,10000,7,34
20,185,1440,5,17
21,181,20361,44,32
21,181,31893,7,32
21,182,6409,5,17
21,183,21664,5,17
21,184,4804,7,34
21,184,16846,7,34
21,185,35763,5,17
22,181,22088,7,32
22,181,11039,7,32
22,182,5869,5,17
22,183,8107,5,17
22,184,17498,7,34
22,184,6292,7,34
22,185,18773,5,17
23,181,5492,7,32
23,181,7802,7,32
23,182,37590,5,17
23,183,27403,5,17
23,184,24411,7,34
23,184,27400,7,34
23,185,1206,5,17
24,181,21676,7,32
24,181,31951,7,32
24,182,35010,5,17
24,183,6436,5,17
24,184,12652,7,34
24,184,18285,7,34
24,185,11572,5,17
25,181,17950,7,32
25,181,7948,7,32
25,182,1496,5,17
25,183,24796,5,17
25,184,7246,7,34
25,184,25612,7,34
25,185,33760,5,17
26,181,23992,7,32
26,181,14369,7,32
26,182,35303,5,17
26,183,35296,5,17
26,184,7210,7,34
26,184,8294,7,34
26,185,34980,5,17
27,181,25884,7,32
27,181,33083,7,32
27,182,17801,5,17
27,183,4796,5,17
27,184,13498,7,34
27,184,4543,7,34
27,185,29169,5,17
28,181,27538,7,32
28,181,18405,7,32
28,182,30537,5,17
28,183,24366,5,17
28,184,30889,7,34
28,184,16287,44,34
28,185,29974,5,17
29,181,6573,7,32
29,181,17482,7,32
29,182,22621,5,17
29,183,9657,5,17
29,184,34295,7,34
29,184,2370,7,34
29,185,4530,5,17
30,181,25806,7,32
30,181,1372,7,32
30,182,7485,5,17
30,183,30167,5,17
30,184,7548,7,34
30,184,25110,7,34
30,185,9263,5,17
31,181,33815,7,32
31,181,9255,7,32
31,182,21271,5,17
31,183,5159,5,17
31,184,8186,7,34
31,184,7327,7,34
31,185,5036,5,17
32,64,27564,15,68
32,64,38103,15,68
32,64,36964,15,68
32,129,26082,15,68
32,129,23792,15,68
32,130,20958,,142
32,130,15099,,142
32,130,18628,,142
32,130,20909,,142
32,69,22288,,68
32,69,12222,15,68
32,70,2994,7,34
32,70,14643,7,34
32,222,1111,7,34
33,64,27067,15,68
33,64,16298,,68
33,64,38230,15,68
33,129,17238,15,68
33,129,14212,15,68
33,130,24529,,142
33,130,8386,,142
33,130,29914,,142
33,130,31458,,142
33,69,32600,15,68
33,69,284,15,68
33,70,24669,7,34
33,70,21908,7,34
33,222,3930,7,34
34,64,525,15,68
34,64,16713,15,68
34,64,3861,15,68
34,129,12498,15,68
34,129,18286,15,68
34,130,31363,,142
34,130,14305,,142
34,130,14699,,142
34,130,19309,,142
34,69,22694,15,68
34,69,10535,15,68
34,70,24563,7,34
34,70,21060,7,34
34,222,6712,7,34
35,64,20078,15,68
35,64,15315,15,68
35,64,32680,15,68
35,129,27075,15,68
35,129,15530,15,68
35,130,35121,,142
35,130,26282,,142
35,130,17474,,142
35,130,16301,,142
35,69,22105,15,68
35,69,18944,15,68
35,70,6815,7,34
35,70,16945,7,34
35,222,18191,7,34
36,64,26046,15,68
36,64,33871,15,68
36,64,38129,15,68
36,129,16119,15,68
36,129,8567,15,68
36,130,1921,,142
36,130,23943,,142
36,130,32811,,142
36,130,7114,,142
36,69,7063,15,68
36,69,30942,15,68
36,70,29070,7,34
36,70,15944,7,34
36,222,27447,7,34
37,64,26720,15,68
37,64,17205,15,68
37,64,30230,15,68
37,129,7921,15,68
37,129,35811,15,68
37,130,20659,,142
37,130,33811,,142
37,130,23381,,142
37,130,29589,,142
37,69,18076,15,68
37,69,13471,15,68
37,70,1454,7,34
37,70,29101,7,34
37,222,3520,7,34
38,64,12939,15,68
38,64,7626,15,68
38,64,19743,15,68
38,129,10954,15,68
38,129,18451,15,68
38,130,37298,,142
38,130,18832,,142
38,130,32518,,142
38,130,24149,,142
38,69,27685,15,68
38,69,7348,15,68
38,70,10312,7,34
38,70,33996,7,34
38,222,22504,7,34
39,64,9051,15,68
39,64,36229,15,68
39,64,12902,15,68
39,129,35391,15,68
39,129,37862,15,68
39,130,23026,,142
39,130,1752,,142
39,130,16104,,142
39,130,5145,,142
39,69,37996,15,68
39,69,155,15,68
39,70,1857,7,34
39,70,11131,7,34
39,222,24915,7,34
40,64,23006,15,68
40,64,37850,15,68
40,64,28762,15,68
40,129,16634,15,68
40,129,25673,15,68
40,130,36853,,142
40,130,33639,,142
40,130,8904,,142
40,130,21011,,142
40,69,2229,15,68
40,69,21028,15,68
40,70,18089,7,34
40,70,22174,7,34
40,222,30141,7,34
41,64,2813,15,68
41,64,24020,15,68
41,64,38261,15,68
41,129,14010,15,68
41,129,18276,15,68
41,130,11661,,142
41,130,17185,,142
41,130,21392,,142
41,130,36322,,142
41,69,33360,15,68
41,69,17428,15,68
41,70,25126,7,34
41,70,10048,7,34
41,222,19317,7,34
42,64,4296,15,68
42,64,27716,15,68
42,64,23735,15,68
42,129,13345,15,68
42,129,3412,15,68
42,130,31229,,142
42,130,35601,,142
42,130,20891,,142
42,130,3642,,142
42,69,14042,15,68
42,69,11116,15,68
42,70,18049,7,34
42,70,12622,7,34
42,222,26330,7,34
43,64,37464,15,68
43,64,23690,15,68
43,64,13170,15,68
43,129,27028,15,68
43,129,17998,15,68
43,130,1618,,142
43,130,13371,,142
43,130,19740,,142
43,130,9119,,142
43,69,26928,15,68
43,69,25991,15,68
43,70,14347,7,34
43,70,1417,7,34
43,222,6412,7,34
44,64,3481,15,68
44,64,7904,15,68
44,64,18489,15,68
44,129,27477,15,68
44,129,30478,15,68
44,130,2976,,142
44,130,27127,,142
44,130,25092,,142
44,130,23466,,142
44,69,11192,15,68
44,69,8098,15,68
44,70,20815,7,34
44,70,32921,7,34
44,222,38164,7,34
45,64,32030,15,68
45,64,24435,15,68
45,64,38155,15,68
45,129,5602,15,68
45,129,14456,15,68
45,130,23400,,142
45,130,25107,,142
45,130,16738,,142
45,130,19131,,142
45,69,10035,15,68
45,69,19210,15,68
45,70,30787,7,34
45,70,11887,7,34
45,222,8563,7,34
46,64,26317,15,68
46,64,28962,15,68
46,64,34202,15,68
46,129,281,15,68
46,129,10722,15,68
46,130,34169,,142
46,130,3821,,142
46,130,30235,,142
46,130,8655,,142
46,69,31440,15,68
46,69,12735,15,68
46,70,34303,7,34
46,70,17107,7,34
46,222,12507,7,34
47,64,951,15,68
47,64,15415,,68
47,64,24736,15,68
47,129,16099,15,68
47,129,37025,15,68
47,130,33547,,142
47,130,33201,,142
47,130,35947,,142
47,130,4631,,142
47,69,21391,15,68
47,69,11066,15,68
47,70,30538,7,34
47,70,13801,7,34
47,222,33298,7,34
48,64,13423,15,68
48,64,21799,15,68
48,64,4691,15,68
48,129,21729,15,68
48,129,5274,15,68
48,130,17476,,142
48,130,19643,,142
48,130,37186,,142
48,130,2663,,142
48,69,9124,15,68
48,69,33637,15,68
48,70,36053,7,34
48,70,36913,7,34
48,222,11191,7,34
49,64,9292,15,68
49,64,6550,15,68
49,64,8895,15,68
49,129,14801,15,68
49,129,11208,15,68
49,130,17210,,142
49,130,24015,,142
49,130,12763,,142
49,130,11426,,142
49,69,29750,15,68
49,69,22435,,68
49,70,21911,7,34
49,70,3207,7,34
49,222,6018,7,34
50,64,7138,15,68
50,64,18087,15,68
50,64,24619,15,68
50,129,14132,15,68
50,129,16804,15,68
50,130,29571,,142
50,130,6379,,142
50,130,29278,,142
50,130,13035,,142
50,69,12821,15,68
50,69,7942,15,68
50,70,23867,7,34
50,70,32187,7,34
50,222,4662,7,34
51,64,14553,15,68
51,64,23690,15,68
51,64,32822,15,68
51,129,8912,15,68
51,129,36657,15,68
51,130,21978,,142
51,130,6113,,142
51,130,10559,,142
51,130,10117,,142
51,69,4847,15,68
51,69,21732,15,68
51,70,20212,7,34
51,70,25626,7,34
51,222,35127,7,34
52,64,37974,15,68
52,64,35000,15,68
52,64,11949,15,68
52,129,7862,15,68
52,129,35750,15,68
52,130,2353,,142
52,130,24856,,142
52,130,33558,,142
52,130,12679,,142
52,69,10756,15,68
52,69,17660,15,68
52,70,30535,7,34
52,70,27952,7,34
52,222,1378,7,34
53,64,4318,15,68
53,64,10308,15,68
53,64,31456,15,68
53,129,8855,15,68
53,129,27959,15,68
53,130,19595,,142
53,130,27073,,142
53,130,18128,,142
53,130,4329,,142
53,69,5905,15,68
53,69,15156,15,68
53,70,33133,7,34
53,70,31782,7,34
53,222,31612,7,34
54,64,4116,15,68
54,64,27287,15,68
54,64,3586,15,68
54,129,4206,15,68
54,129,31817,15,68
54,130,11772,,142
54,130,4364,,142
54,130,34953,,142
54,130,20593,,142
54,69,10613,15,68
54,69,1054,15,68
54,70,20438,7,34
54,70,36465,7,34
54,222,4206,7,34
55,64,9190,15,68
55,64,9800,15,68
55,64,1278,15,68
55,129,22227,15,68
55,129,12340,15,68
55,130,27559,,142
55,130,27601,,142
55,130,37568,,142
55,130,10710,,142
55,69,7251,15,68
55,69,8309,15,68
55,70,25694,7,34
55,70,12123,7,34
55,222,10754,7,34
56,64,5634,15,68
56,64,17890,15,68
56,64,17813,15,68
56,129,28281,15,68
56,129,12064,15,68
56,130,35815,,142
56,130,24753,,142
56,130,24663,,142
56,130,34248,,142
56,69,15566,15,68
56,69,20552,15,68
56,70,20167,7,34
56,70,23680,7,34
56,222,7715,7,34
57,64,3758,15,68
57,64,6715,15,68
57,64,12376,15,68
57,129,31128,15,68
57,129,17733,15,68
57,130,8096,,142
57,130,7664,,142
57,130,32829,,142
57,130,30933,,142
57,69,15044,15,68
57,69,251,15,68
57,70,32534,7,34
57,70,30202,7,34
57,222,33938,7,34
58,64,15576,15,68
58,64,38295,15,68
58,64,30712,15,68
58,129,31850,15,68
58,129,13683,15,68
58,130,27996,,142
58,130,10368,,142
58,130,24262,,142
58,130,16515,,142
58,69,2577,15,68
58,69,23747,15,68
58,70,25018,7,34
58,70,29172,7,34
58,222,5197,7,34
59,64,37621,15,68
59,64,8268,15,68
59,64,23901,15,68
59,129,33997,15,68
59,129,6937,15,68
59,130,36775,,142
59,130,20500,,142
59,130,32793,,142
59,130,10217,,142
59,69,9183,15,68
59,69,36148,15,68
59,70,36163,7,34
59,70,35330,7,34
59,222,346,7,34
60,64,30854,15,68
60,64,16543,15,68
60,64,19430,15,68
60,129,16381,,68
60,129,30257,15,68
60,130,35922,,142
60,130,38204,,142
60,130,22356,,142
60,130,33054,,142
60,69,36449,15,68
60,69,4037,15,68
60,70,19788,7,34
60,70,20854,7,34
60,222,2789,7,34
61,64,9738,15,68
61,64,10684,15,68
61,64,7110,15,68
61,129,11098,15,68
61,129,27643,15,68
61,130,9851,,142
61,130,19953,,142
61,130,29733,,142
61,130,34751,,142
61,69,8354,15,68
61,69,12848,15,68
61,70,34723,7,34
61,70,16563,7,34
61,222,14768,7,34
62,64,22129,15,68
62,64,23670,15,68
62,64,15619,15,68
62,129,30634,15,68
62,129,9235,15,68
62,130,22133,,142
62,130,22748,,142
62,130,15850,,142
62,130,8367,,142
62,69,31385,15,68
62,69,3569,15,68
62,70,27385,7,34
62,70,37823,7,34
62,222,20291,44,34
63,64,19220,15,68
63,64,14207,15,68
63,64,29600,15,68
63,129,17803,15,68
63,129,26565,15,68
63,130,25300,,142
63,130,2702,,142
63,130,19783,,142
63,130,17263,,142
63,69,1778,15,68
63,69,9989,15,68
63,70,25235,7,34
63,70,12412,7,34
63,222,5633,7,34
64,64,19794,15,68
64,64,12142,15,68
64,64,33215,15,68
64,129,37150,15,68
64,129,35249,15,68
64,130,24633,,142
64,130,14278,,142
64,130,32273,,142
64,130,14611,,142
64,69,21140,15,68
64,69,23325,15,68
64,70,20078,7,34
64,70,7497,7,34
64,222,75,7,34
65,64,34646,15,68
65,64,13931,15,68
65,64,4343,15,68
65,129,8908,15,68
65,129,19875,15,68
65,130,11727,,142
65,130,26299,,142
65,130,29196,,142
65,130,29765,,142
65,69,15134,15,68
65,69,34964,15,68
65,70,30890,7,34
65,70,23621,7,34
65,222,10061,7,34
66,128,8286,33,124
66,128,21866,33,124
66,128,11336,33,124
66,99,26051,15,61
66,99,26692,15,61
66,99,24454,15,61
66,119,24160,15,80
66,119,34966,15,80
66,119,25668,15,80
66,120,33985,15,80
66,120,28808,15,80
66,120,36867,15,80
66,127,13026,7,40
66,127,19520,7,40
66,223,12109,15,80
66,223,11013,15,80
67,128,20643,33,124
67,128,2507,33,124
67,128,19359,33,124
67,99,10239,15,61
67,99,7461,15,61
67,99,37002,15,61
67,119,28575,15,80
67,119,29323,15,80
67,119,24056,15,80
67,120,37834,15,80
67,120,24485,15,80
67,120,7311,15,80
67,127,37271,7,40
67,127,5592,7,40
67,223,19398,15,80
67,223,18376,15,80
68,128,4192,33,124
68,128,26242,33,124
68,128,3191,33,124
68,99,2390,15,61
68,99,15766,15,61
68,99,32186,15,61
68,119,21979,15,80
68,119,7062,15,80
68,119,33961,15,80
68,120,23867,15,80
68,120,25602,15,80
68,120,2406,15,80
68,127,25878,7,40
68,127,32439,7,40
68,223,18433,15,80
68,223,8920,15,80
69,128,24980,33,124
69,128,30350,33,124
69,128,7184,33,124
69,99,30116,15,61
69,99,2878,15,61
69,99,29597,15,61
69,119,5237,15,80
69,119,16116,15,80
69,119,5160,15,80
69,120,24580,15,80
69,120,20224,15,80
69,120,32240,15,80
69,127,9430,7,40
69,127,2095,7,40
69,223,31352,15,80
69,223,6493,15,80
70,128,37307,33,124
70,128,26396,33,124
70,128,27613,33,124
70,99,5866,15,61
70,99,2424,15,61
70,99,2185,15,61
70,119,25849,15,80
70,119,23308,15,80
70,119,37891,15,80
70,120,9092,15,80
70,120,16892,15,80
70,120,24862,15,80
70,127,33154,7,40
70,127,10284,7,40
70,223,3481,15,80
70,223,12413,15,80
71,128,13198,33,124
71,128,23730,33,124
71,128,21647,33,124
71,99,24211,15,61
71,99,3806,15,61
71,99,31415,15,61
71,119,10973,15,80
71,119,20388,,80
71,119,15737,15,80
71,120,36029,15,80
71,120,19004,15,80
71,120,17959,15,80
71,127,37628,7,40
71,127,22096,7,40
71,223,37372,15,80
71,223,20779,15,80
72,128,19854,33,124
72,128,7651,33,124
72,128,5691,33,124
72,99,17006,15,61
72,99,37770,15,61
72,99,33465,15,61
72,119,35398,15,80
72,119,27356,15,80
72,119,3752,15,80
72,120,35786,15,80
72,120,19391,15,80
72,120,35228,15,80
72,127,37682,7,40
72,127,28107,7,40
72,223,11292,15,80
72,223,9370,15,80
73,128,34158,33,124
73,128,13424,33,124
73,128,25475,33,124
73,99,23856,15,61
73,99,21946,15,61
73,99,1474,15,61
73,119,26279,15,80
73,119,32640,15,80
73,119,27516,15,80
73,120,29181,15,80
73,120,21252,15,80
73,120,25544,15,80
73,127,33275,7,40
73,127,720,7,40
73,223,11547,15,80
73,223,11034,15,80
74,128,15322,33,124
74,128,34707,33,124
74,128,13754,33,124
74,99,29938,15,61
74,99,14666,15,61
74,99,24090,15,61
74,119,11020,15,80
74,119,33548,15,80
74,119,23036,15,80
74,120,34835,15,80
74,120,12506,15,80
74,120,11238,15,80
74,127,6503,7,40
74,127,12825,7,40
74,223,6568,15,80
74,223,843,15,80
75,128,3150,33,124
75,128,10560,33,124
75,128,3914,33,124
75,99,9154,15,61
75,99,29493,15,61
75,99,28886,15,61
75,119,25704,15,80
75,119,1846,15,80
75,119,28598,15,80
75,120,31006,15,80
75,120,2855,15,80
75,120,15063,15,80
75,127,11293,7,40
75,127,23415,7,40
75,223,37960,15,80
75,223,17566,15,80
76,128,31342,33,124
76,128,15251,33,124
76,128,21692,33,124
76,99,12183,15,61
76,99,1345,15,61
76,99,10050,15,61
76,119,9814,15,80
76,119,26853,15,80
76,119,15591,15,80
76,120,9501,15,80
76,120,16444,15,80
76,120,10354,15,80
76,127,22080,7,40
76,127,37466,7,40
76,223,2670,15,80
76,223,1590,15,80
77,128,19134,33,124
77,128,834,33,124
77,128,15681,33,124
77,99,4737,15,61
77,99,18479,15,61
77,99,22933,15,61
77,119,3641,15,80
77,119,17176,15,80
77,119,12774,15,80
77,120,25761,15,80
77,120,31619,15,80
77,120,3775,15,80
77,127,15194,7,40
77,127,22849,7,40
77,223,38266,15,80
77,223,34489,15,80
78,128,6946,33,124
78,128,35938,33,124
78,128,15014,33,124
78,99,4449,15,61
78,99,2964,15,61
78,99,8394,15,61
78,119,36886,15,80
78,119,21310,15,80
78,119,16373,,80
78,120,30597,15,80
78,120,18102,15,80
78,120,5773,15,80
78,127,25562,7,40
78,127,35570,7,40
78,223,5454,15,80
78,223,20625,15,80
79,128,21820,33,124
79,128,28737,33,124
79,128,36495,33,124
79,99,680,15,61
79,99,10961,15,61
79,99,25477,15,61
79,119,28457,15,80
79,119,17102,15,80
79,119,22589,15,80
79,120,22511,15,80
79,120,2356,15,80
79,120,5118,15,80
79,127,6148,7,40
79,127,31701,7,40
79,223,2973,15,80
79,223,11190,15,80
80,128,23691,33,124
80,128,13787,33,124
80,128,871,33,124
80,99,34726,15,61
80,99,5024,15,61
80,99,27368,15,61
80,119,12122,15,80
80,119,29882,15,80
80,119,1685,15,80
80,120,8876,15,80
80,120,12047,15,80
80,120,9318,15,80
80,127,25712,7,40
80,127,13140,7,40
80,223,28601,15,80
80,223,13920,15,80
81,128,17661,33,124
81,128,31539,33,124
81,128,22147,33,124
81,99,21699,15,61
81,99,25201,15,61
81,99,24266,15,61
81,119,17812,15,80
81,119,26491,15,80
81,119,36173,15,80
81,120,12204,15,80
81,120,12991,15,80
81,120,3181,15,80
81,127,26461,7,40
81,127,6701,7,40
81,223,25838,15,80
81,223,1310,15,80
82,128,20104,33,124
82,128,37441,33,124
82,128,606,33,124
82,99,33040,15,61
82,99,35220,15,61
82,99,13932,15,61
82,119,35665,15,80
82,119,7495,15,80
82,119,12892,15,80
82,120,5609,15,80
82,120,7214,15,80
82,120,38122,15,80
82,127,30687,7,40
82,127,18052,7,40
82,223,11151,15,80
82,223,33500,15,80
83,128,19834,33,124
83,128,37259,33,124
83,128,36941,33,124
83,99,16237,,61
83,99,1514,15,61
83,99,18303,15,61
83,119,28892,15,80
83,119,20363,,80
83,119,24500,15,80
83,120,222,15,80
83,120,29442,15,80
83,120,10117,15,80
83,127,4447,7,40
83,127,16809,7,40
83,223,26708,15,80
83,223,22706,15,80
84,128,15948,33,124
84,128,8062,33,124
84,128,19537,33,124
84,99,27614,15,61
84,99,4054,15,61
84,99,32312,15,61
84,119,5909,15,80
84,119,22603,15,80
84,119,2541,15,80
84,120,28549,15,80
84,120,22286,,80
84,120,21772,15,80
84,127,20014,7,40
84,127,28711,7,40
84,223,25826,15,80
84,223,30320,15,80
85,128,24029,33,124
85,128,8858,33,124
85,128,30711,33,124
85,99,17244,15,61
85,99,4093,15,61
85,99,37935,15,61
85,119,20816,15,80
85,119,26211,15,80
85,119,26542,15,80
85,120,13030,15,80
85,120,21666,15,80
85,120,1264,15,80
85,127,28389,7,40
85,127,30050,7,40
85,223,8597,15,80
85,223,6231,15,80
86,128,7655,33,124
86,128,10275,33,124
86,128,5773,33,124
86,99,14898,15,61
86,99,23948,15,61
86,99,13870,15,61
86,119,29844,15,80
86,119,12835,15,80
86,119,4954,15,80
86,120,24735,15,80
86,120,3884,15,80
86,120,26048,15,80
86,127,28412,7,40
86,127,17508,7,40
86,223,2859,15,80
86,223,13016,15,80
87,128,29570,33,124
87,128,5616,33,124
87,128,10119,33,124
87,99,28838,15,61
87,99,19229,15,61
87,99,34684,15,61
87,119,7932,15,80
87,119,36130,15,80
87,119,25272,15,80
87,120,31498,15,80
87,120,13962,15,80
87,120,29081,15,80
87,127,24453,7,40
87,127,29714,7,40
87,223,37450,15,80
87,223,740,15,80
88,128,13395,33,124
88,128,4515,33,124
88,128,5845,33,124
88,99,23154,15,61
88,99,15753,15,61
88,99,105,15,61
88,119,7898,15,80
88,119,34606,15,80
88,119,25321,15,80
88,120,14036,15,80
88,120,6870,15,80
88,120,33511,15,80
88,127,22423,44,40
88,127,15602,7,40
88,223,3463,15,80
88,223,26835,15,80
89,128,1859,33,124
89,128,33682,33,124
89,128,15695,33,124
89,99,9742,15,61
89,99,24025,15,61
89,99,34509,15,61
89,119,10982,15,80
89,119,36562,15,80
89,119,31429,15,80
89,120,1233,15,80
89,120,19324,15,80
89,120,32116,15,80
89,127,10650,7,40
89,127,33037,7,40
89,223,8521,15,80
89,223,5786,15,80
90,128,28461,33,124
90,128,7113,33,124
90,128,6422,33,124
90,99,11486,15,61
90,99,23116,15,61
90,99,25490,15,61
90,119,2213,15,80
90,119,30977,15,80
90,119,33639,15,80
90,120,26634,15,80
90,120,10995,15,80
90,120,24019,15,80
90,127,25944,7,40
90,127,3681,7,40
90,223,12361,15,80
90,223,21919,15,80
91,128,37067,33,124
91,128,3278,33,124
91,128,24519,33,124
91,99,27059,15,61
91,99,36060,15,61
91,99,29900,15,61
91,119,17342,15,80
91,119,24368,15,80
91,119,6234,15,80
91,120,17128,15,80
91,120,4039,15,80
91,120,37947,15,80
91,127,3698,7,40
91,127,35851,7,40
91,223,38242,15,80
91,223,30958,15,80
92,128,4782,,124
92,128,27703,33,124
92,128,16332,,124
92,99,21792,15,61
92,99,7056,15,61
92,99,5515,15,61
92,119,2950,15,80
92,119,33608,15,80
92,119,32240,15,80
92,120,17428,15,80
92,120,8751,15,80
92,120,8415,15,80
92,127,17983,7,40
92,127,10778,7,40
92,223,7865,15,80
92,223,19594,15,80
93,128,25921,33,124
93,128,28237,33,124
93,128,21159,33,124
93,99,27878,15,61
93,99,23170,15,61
93,99,825,15,61
93,119,25990,15,80
93,119,31107,15,80
93,119,32976,15,80
93,120,31097,15,80
93,120,18228,15,80
93,120,15154,15,80
93,127,5277,7,40
93,127,33770,7,40
93,223,36129,15,80
93,223,2720,15,80
94,128,4563,33,124
94,128,25913,33,124
94,128,35403,33,124
94,99,35549,15,61
94,99,12985,15,61
94,99,7223,15,61
94,119,28799,15,80
94,119,10401,15,80
94,119,37262,15,80
94,120,38024,15,80
94,120,17174,15,80
94,120,14367,15,80
94,127,19354,7,40
94,127,22426,44,40
94,223,13047,15,80
94,223,6750,15,80
95,128,12838,,124
95,128,34052,33,124
95,128,15789,33,124
95,99,16341,,61
95,99,22618,15,61
95,99,8733,15,61
95,119,7498,15,80
95,119,33845,15,80
95,119,13937,15,80
95,120,15616,15,80
95,120,7316,15,80
95,120,10062,15,80
95,127,23788,7,40
95,127,30594,7,40
95,223,30423,15,80
95,223,1862,15,80
96,128,18232,33,124
96,128,26177,33,124
96,128,38127,33,124
96,99,10485,15,61
96,99,1044,15,61
96,99,38132,15,61
96,119,24213,15,80
96,119,26625,15,80
96,119,17508,15,80
96,120,27693,15,80
96,120,20318,,80
96,120,7185,15,80
96,127,30499,7,40
96,127,13159,7,40
96,223,38247,15,80
96,223,16359,,80
97,128,2314,33,124
97,128,30066,33,124
97,128,29005,33,124
97,99,115,15,61
97,99,10711,15,61
97,99,5272,15,61
97,119,26862,15,80
97,119,15802,15,80
97,119,9755,15,80
97,120,22712,15,80
97,120,33559,15,80
97,120,31620,15,80
97,127,11826,7,40
97,127,24918,7,40
97,223,33175,15,80
97,223,518,15,80
98,128,13180,33,124
98,128,9896,33,124
98,128,24596,33,124
98,99,5847,15,61
98,99,4276,15,61
98,99,6824,15,61
98,119,33528,15,80
98,119,3176,15,80
98,119,10976,15,80
98,120,20521,15,80
98,120,23761,15,80
98,120,37207,15,80
98,127,8854,7,40
98,127,16459,7,40
98,223,37391,15,80
98,223,16502,15,80
99,128,23671,33,124
99,128,29440,33,124
99,128,36769,33,124
99,99,27769,15,61
