Dept,Course,Slot,Room,Students
10,242,28536,6,30
10,242,21332,6,30
10,243,21733,47,90
10,243,10039,47,90
10,243,16149,47,90
10,243,31095,47,90
10,244,30420,14,120
10,244,6026,28,120
10,244,11645,28,120
10,244,20191,28,120
10,25,17996,6,30
10,236,27304,18,60
10,236,6480,18,60
10,237,7720,6,30
10,238,14610,18,60
10,238,12209,18,60
10,238,19178,18,60
10,239,30809,75,60
10,239,11758,57,60
11,240,12906,18,60
11,240,22896,18,60
11,241,19924,57,60
11,241,15845,57,60
11,242,24283,6,30
11,242,21749,6,30
11,243,17288,47,90
11,243,16537,47,90
11,243,7542,47,90
11,243,31918,47,90
11,244,16320,3,120
11,244,23153,28,120
11,244,9279,28,120
11,244,21207,28,120
11,25,18861,6,30
11,236,3119,18,60
11,236,29879,57,60
11,237,16873,6,30
11,238,7905,57,60
11,238,7462,18,60
11,238,13319,75,60
11,239,1246,75,60
11,239,591,75,60
12,240,9746,57,60
12,240,24389,18,60
12,241,3912,57,60
12,241,7598,57,60
12,242,29473,6,30
12,242,21026,6,30
12,243,29594,47,90
12,243,27675,47,90
12,243,8542,47,90
12,243,28446,48,90
12,244,13827,28,120
12,244,17354,28,120
12,244,16111,28,120
12,244,16541,28,120
12,25,5474,6,30
12,236,21521,18,60
12,236,15658,57,60
12,237,26836,6,30
12,238,27634,47,60
12,238,6139,75,60
12,238,30535,75,60
12,239,31315,18,60
12,239,14695,75,60
13,240,29794,57,60
13,240,28387,18,60
13,241,19829,57,60
13,241,19391,75,60
13,242,21364,6,30
13,242,8630,6,30
13,243,29801,47,90
13,243,31228,47,90
13,243,12081,47,90
13,243,3454,47,90
13,244,609,28,120
13,244,23156,28,120
13,244,17595,28,120
13,244,13804,28,120
13,25,2638,6,30
13,236,6775,18,60
13,236,29598,18,60
13,237,2960,6,30
13,238,23432,18,60
13,238,25341,75,60
13,238,1846,57,60
13,239,28992,18,60
13,239,16108,47,60
14,240,22090,57,60
14,240,19348,75,60
14,241,3561,57,60
14,241,6821,18,60
14,242,25007,6,30
14,242,30381,6,30
14,243,29066,47,90
14,243,23386,47,90
14,243,25797,47,90
14,243,3409,47,90
14,244,31600,28,120
14,244,25820,28,120
14,244,20301,28,120
14,244,5863,28,120
14,25,2888,6,30
14,236,32177,57,60
14,236,23691,57,60
14,237,21551,6,30
14,238,15659,57,60
14,238,9621,57,60
14,238,17342,75,60
14,239,12361,18,60
14,239,19331,75,60
15,240,27276,18,60
15,240,10837,18,60
15,241,17745,57,60
15,241,20210,75,60
15,242,3479,6,30
15,242,20726,6,30
15,243,5115,47,90
15,243,20402,47,90
15,243,20653,47,90
15,243,1510,47,90
15,244,10440,28,120
15,244,20747,28,120
15,244,10421,28,120
15,244,10671,28,120
15,25,26982,6,30
15,236,23929,57,60
15,236,29664,57,60
15,237,23026,6,30
15,238,8305,18,60
15,238,2050,75,60
15,238,21801,57,60
15,239,27211,18,60
15,239,26895,18,60
16,240,6306,18,60
16,240,18180,75,60
16,241,2763,18,60
16,241,13252,75,60
16,242,16639,6,30
16,242,32087,6,30
16,243,29041,47,90
16,243,24549,47,90
16,243,8905,47,90
16,243,4653,47,90
16,244,20034,28,120
16,244,22419,28,120
16,244,3492,28,120
16,244,31911,28,120
16,25,1022,6,30
16,236,25545,18,60
16,236,29095,75,60
16,237,25241,6,30
16,238,1529,57,60
16,238,24268,75,60
16,238,2558,18,60
16,239,28344,18,60
16,239,891,75,60
17,240,18817,18,60
17,240,6879,18,60
17,241,27515,18,60
17,241,26279,75,60
17,242,27769,6,30
17,242,2912,6,30
17,243,30642,47,90
17,243,6911,47,90
17,243,4107,47,90
17,243,15946,47,90
17,244,14810,28,120
17,244,20477,28,120
17,244,18837,28,120
17,244,26663,28,120
17,25,5874,6,30
17,236,10737,75,60
17,236,31511,18,60
17,237,13903,6,30
17,238,23807,57,60
17,238,15710,57,60
17,238,10031,57,60
17,239,19352,75,60
17,239,12108,75,60
18,240,5966,57,60
18,240,17647,57,60
18,241,10224,18,60
18,241,30866,75,60
18,242,24145,6,30
18,242,27535,6,30
18,243,23258,47,90
18,243,19548,47,90
18,243,3299,47,90
18,243,23239,47,90
18,244,22653,3,120
18,244,81,28,120
18,244,8992,28,120
18,244,2029,28,120
18,25,22506,6,30
18,236,703,18,60
18,236,2103,75,60
18,237,13018,6,30
18,238,28283,75,60
18,238,18390,18,60
18,238,19207,18,60
18,239,6051,75,60
18,239,14771,75,60
19,240,24562,75,60
19,240,1705,47,60
19,241,21361,75,60
19,241,7799,57,60
19,242,30899,6,30
19,242,25044,6,30
19,243,26528,47,90
19,243,25433,47,90
19,243,13972,47,90
19,243,20447,47,90
19,244,17280,28,120
19,244,17561,28,120
19,244,32254,28,120
19,244,5697,28,120
19,25,1254,6,30
19,236,10096,75,60
19,236,20933,18,60
19,237,8494,6,30
19,238,13794,47,60
19,238,5072,18,60
19,238,5130,18,60
19,239,9457,18,60
19,239,10364,75,60
20,240,1028,18,60
20,240,5887,57,60
20,241,30074,57,60
20,241,13161,18,60
20,242,8462,6,30
20,242,21975,6,30
20,243,978,47,90
20,243,11778,47,90
20,243,24204,47,90
20,243,22652,47,90
20,244,27846,28,120
20,244,13205,28,120
20,244,27382,28,120
20,244,22055,28,120
20,25,16946,6,30
20,236,31753,57,60
20,236,25031,18,60
20,237,8138,6,30
20,238,7409,18,60
20,238,16682,18,60
20,238,5619,57,60
20,239,21800,57,60
20,239,467,18,60
21,240,10152,75,60
21,240,4481,18,60
21,241,13804,47,60
21,241,26863,75,60
21,242,1608,6,30
21,242,7514,6,30
21,243,30321,47,90
21,243,15114,47,90
21,243,29547,47,90
21,243,30789,47,90
21,244,21344,28,120
21,244,2006,28,120
21,244,24438,28,120
21,244,7580,28,120
21,25,13007,6,30
21,236,29545,18,60
21,236,20855,18,60
21,237,6766,6,30
21,238,31327,18,60
21,238,1534,57,60
21,238,28207,47,60
21,239,13361,18,60
21,239,10603,18,60
22,240,17833,47,60
22,240,10812,18,60
22,241,5533,57,60
22,241,17262,75,60
22,242,20256,6,30
22,242,17270,6,30
22,243,20546,47,90
22,243,28994,47,90
22,243,19970,47,90
22,243,984,47,90
22,244,19064,28,120
22,244,7753,28,120
22,244,21004,28,120
22,244,19895,28,120
22,25,26440,6,30
22,236,3625,57,60
22,236,23105,75,60
22,237,25131,6,30
22,238,25449,18,60
22,238,29850,57,60
22,238,16882,18,60
22,239,29381,75,60
22,239,17607,57,60
23,240,7634,57,60
23,240,28190,47,60
23,241,2006,47,60
23,241,13374,18,60
23,242,30017,6,30
23,242,23161,6,30
23,243,14176,47,90
23,243,827,47,90
23,243,20485,47,90
23,243,8903,47,90
23,244,2505,3,120
23,244,15121,28,120
23,244,18180,28,120
23,244,12685,28,120
23,25,21591,6,30
23,236,23010,18,60
23,236,3666,57,60
23,237,27778,6,30
23,238,25994,57,60
23,238,21076,75,60
23,238,31231,18,60
23,239,13883,57,60
23,239,3940,57,60
24,240,5336,18,60
24,240,27545,18,60
24,241,8044,47,60
24,241,23774,57,60
24,242,24450,6,30
24,242,6139,6,30
24,243,22326,47,90
24,243,24165,47,90
24,243,16655,47,90
24,243,20894,47,90
24,244,2304,28,120
24,244,29571,28,120
24,244,10736,28,120
24,244,12923,28,120
24,25,118,6,30
24,236,28348,18,60
24,236,20532,75,60
24,237,26317,6,30
24,238,17060,75,60
24,238,25819,57,60
24,238,16358,18,60
24,239,16914,18,60
24,239,29623,18,60
25,240,962,18,60
25,240,23170,18,60
25,241,4906,75,60
25,241,14174,75,60
25,242,11912,6,30
25,242,11362,6,30
25,243,23088,47,90
25,243,4593,47,90
25,243,30842,47,90
25,243,20333,47,90
25,244,7862,28,120
25,244,31874,28,120
25,244,8843,28,120
25,244,10274,3,120
25,25,29485,6,30
25,236,1603,57,60
25,236,10444,75,60
25,237,9456,6,30
25,238,15216,18,60
25,238,31040,18,60
25,238,3837,57,60
25,239,24449,18,60
25,239,5524,57,60
26,240,16961,18,60
26,240,12593,18,60
26,241,4237,18,60
26,241,25981,57,60
26,242,30018,6,30
26,242,18891,6,30
26,243,23398,47,90
26,243,15173,47,90
26,243,5259,47,90
26,243,31023,47,90
26,244,23816,28,120
26,244,6169,28,120
26,244,17923,28,120
26,244,13970,28,120
26,25,24825,6,30
26,236,24242,75,60
26,236,13539,57,60
26,237,30760,6,30
26,238,1080,18,60
26,238,22751,75,60
26,238,464,18,60
26,239,1948,57,60
26,239,15823,47,60
27,240,9977,57,60
27,240,31628,18,60
27,241,6108,75,60
27,241,28645,18,60
27,242,8560,6,30
27,242,14067,6,30
27,243,17101,47,90
27,243,16305,47,90
27,243,15836,47,90
27,243,22789,47,90
27,244,2112,28,120
27,244,1409,28,120
27,244,11469,28,120
27,244,27679,28,120
27,25,27698,6,30
27,236,21748,57,60
27,236,2143,18,60
27,237,4767,6,30
27,238,22927,18,60
27,238,884,75,60
27,238,13672,57,60
27,239,10904,18,60
27,239,3194,75,60
28,240,27869,57,60
28,240,18541,18,60
28,241,31388,75,60
28,241,23678,57,60
28,242,9323,6,30
28,242,30307,6,30
28,243,15272,47,90
28,243,20761,47,90
28,243,2706,47,90
28,243,28083,47,90
28,244,15032,28,120
28,244,3585,28,120
28,244,14010,28,120
28,244,12598,28,120
28,25,6282,6,30
28,236,1086,18,60
28,236,24789,75,60
28,237,15135,6,30
28,238,1628,57,60
28,238,5050,18,60
28,238,30451,18,60
28,239,3466,57,60
28,239,32078,57,60
29,240,12051,57,60
29,240,24863,18,60
29,241,15831,47,60
29,241,19877,57,60
29,242,9792,6,30
29,242,12091,6,30
29,243,18299,47,90
29,243,9430,47,90
29,243,23325,47,90
29,243,30757,77,90
29,244,25545,28,120
29,244,2675,28,120
29,244,10892,28,120
29,244,29581,28,120
29,25,12706,6,30
29,236,30800,75,60
29,236,11829,57,60
29,237,15637,6,30
29,238,20418,18,60
29,238,1010,18,60
29,238,8475,18,60
29,239,23227,18,60
29,239,1174,75,60
30,240,12928,18,60
30,240,11220,75,60
30,241,1387,18,60
30,241,17772,57,60
30,242,6864,6,30
30,242,14837,6,30
30,243,10313,47,90
30,243,9404,47,90
30,243,2212,47,90
30,243,29873,47,90
30,244,8505,28,120
30,244,11168,28,120
30,244,13577,28,120
30,244,22886,58,120
30,25,7396,6,30
30,236,10472,18,60
30,236,17295,75,60
30,237,11218,6,30
30,238,15088,18,60
30,238,22482,75,60
30,238,25405,75,60
30,239,29250,18,60
30,239,30988,18,60
31,224,11252,6,30
31,224,8673,6,30
31,16,25976,6,30
31,16,27353,6,30
31,245,23708,6,30
31,245,6510,6,30
31,246,7771,6,30
31,246,30535,6,30
31,247,26241,6,30
31,247,27058,6,30
31,248,15825,6,30
31,248,16346,6,30
31,221,14548,6,30
31,221,18997,6,30
31,222,2105,6,30
31,222,22427,6,30
31,223,27596,70,45
31,223,4198,70,45
31,223,11678,57,45
32,224,7424,6,30
32,224,16393,6,30
32,16,21122,6,30
32,16,28407,6,30
32,245,3195,6,30
32,245,31667,6,30
32,246,7306,6,30
32,246,26174,6,30
32,247,4848,6,30
32,247,11331,6,30
32,248,15504,6,30
32,248,30745,6,30
32,221,3180,6,30
32,221,31784,6,30
32,222,1948,6,30
32,222,28021,6,30
32,223,12035,57,45
32,223,15437,70,45
32,223,12495,70,45
33,224,13999,6,30
33,224,13442,6,30
33,16,5341,6,30
33,16,10575,6,30
33,245,19822,6,30
33,245,10207,6,30
33,246,11729,6,30
33,246,19525,6,30
33,247,31268,6,30
33,247,18902,6,30
33,248,28666,6,30
33,248,185,6,30
33,221,658,6,30
33,221,14119,6,30
33,222,4505,6,30
33,222,2537,6,30
33,223,7632,57,45
33,223,5067,70,45
33,223,15987,57,45
34,224,11392,6,30
34,224,13681,6,30
34,16,17622,6,30
34,16,3613,6,30
34,245,356,6,30
34,245,26163,6,30
34,246,28616,7,30
34,246,27834,6,30
34,247,10352,6,30
34,247,6463,6,30
34,248,5346,6,30
34,248,20349,6,30
34,221,9784,6,30
34,221,5130,6,30
34,222,6468,6,30
34,222,26511,6,30
34,223,1392,70,45
34,223,21945,57,45
34,223,12262,70,45
35,224,17422,6,30
35,224,26791,6,30
35,16,21305,6,30
35,16,2292,6,30
35,245,11668,6,30
35,245,6783,6,30
35,246,24696,6,30
35,246,26953,6,30
35,247,7313,6,30
35,247,7786,6,30
35,248,9593,6,30
35,248,6998,6,30
35,221,6514,6,30
35,221,4742,6,30
35,222,6490,6,30
35,222,31419,6,30
35,223,12835,70,45
35,223,4028,47,45
35,223,29430,70,45
36,224,26613,6,30
36,224,19158,6,30
36,16,4504,6,30
36,16,20870,6,30
36,245,22222,6,30
36,245,13692,6,30
36,246,2777,6,30
36,246,17542,6,30
36,247,9357,6,30
36,247,29829,6,30
36,248,26897,1,30
36,248,21030,6,30
36,221,20841,1,30
36,221,31327,6,30
36,222,1162,6,30
36,222,22700,6,30
36,223,6434,70,45
36,223,17955,57,45
36,223,29172,70,45
37,224,20794,6,30
37,224,7532,6,30
37,16,28984,6,30
37,16,14405,6,30
37,245,20035,6,30
37,245,26686,6,30
37,246,14213,6,30
37,246,29870,6,30
37,247,23028,6,30
37,247,27996,6,30
37,248,24354,6,30
37,248,2079,6,30
37,221,13353,6,30
37,221,23143,6,30
37,222,24986,6,30
37,222,4216,6,30
37,223,7321,70,45
37,223,10359,70,45
37,223,23655,57,45
38,224,13415,6,30
38,224,9471,6,30
38,16,22962,6,30
38,16,6519,6,30
38,245,22587,6,30
38,245,19850,6,30
38,246,17408,6,30
38,246,14159,6,30
38,247,13562,6,30
38,247,1615,6,30
38,248,29090,6,30
38,248,20066,6,30
38,221,4122,6,30
38,221,29100,6,30
38,222,1480,6,30
38,222,16174,6,30
38,223,4074,70,45
38,223,26043,57,45
38,223,16085,57,45
39,224,1539,6,30
39,224,27918,6,30
39,16,28829,6,30
39,16,14733,6,30
39,245,15850,6,30
39,245,10863,6,30
39,246,2477,6,30
39,246,30719,6,30
39,247,17552,6,30
39,247,14912,6,30
39,248,26874,6,30
39,248,23076,6,30
39,221,23176,6,30
39,221,759,6,30
39,222,21498,6,30
39,222,28111,6,30
39,223,15338,70,45
39,223,25964,57,45
39,223,1071,70,45
40,224,23795,6,30
40,224,23030,6,30
40,16,18419,6,30
40,16,28669,6,30
40,245,15696,6,30
40,245,18013,6,30
40,246,1472,6,30
40,246,31357,6,30
40,247,16058,6,30
40,247,19615,6,30
40,248,2972,6,30
40,248,24044,6,30
40,221,22488,6,30
40,221,17116,6,30
40,222,17632,6,30
40,222,23237,6,30
40,223,29052,70,45
40,223,15405,70,45
40,223,10430,70,45
41,224,5236,6,30
41,224,29718,6,30
41,16,13032,6,30
41,16,637,6,30
41,245,24450,6,30
41,245,15841,6,30
41,246,707,6,30
41,246,869,6,30
41,247,18520,6,30
41,247,19685,6,30
41,248,23528,6,30
41,248,31543,6,30
41,221,22984,6,30
41,221,31782,6,30
41,222,8705,6,30
41,222,19066,6,30
41,223,7117,70,45
41,223,5930,57,45
41,223,28764,70,45
42,224,26323,6,30
42,224,29999,6,30
42,16,30025,6,30
42,16,17764,6,30
42,245,21493,6,30
42,245,29083,6,30
42,246,14195,6,30
42,246,20156,6,30
42,247,22784,6,30
42,247,16711,6,30
42,248,22010,6,30
42,248,21433,6,30
42,221,30977,6,30
42,221,3090,6,30
42,222,27603,6,30
42,222,749,6,30
42,223,18924,70,45
42,223,4478,70,45
42,223,311,70,45
43,224,409,6,30
43,224,25815,6,30
43,16,16704,6,30
43,16,2106,6,30
43,245,20156,6,30
43,245,9264,6,30
43,246,7784,6,30
43,246,7026,6,30
43,247,19921,6,30
43,247,25596,6,30
43,248,23056,6,30
43,248,5851,6,30
43,221,540,6,30
43,221,27583,6,30
43,222,9493,6,30
43,222,14966,6,30
43,223,3891,57,45
43,223,12868,50,45
43,223,631,70,45
44,224,15206,6,30
44,224,16525,6,30
44,16,18591,6,30
44,16,25263,6,30
44,245,28785,6,30
44,245,16405,6,30
44,246,27183,6,30
44,246,15467,6,30
44,247,26859,6,30
44,247,27850,6,30
44,248,17144,6,30
44,248,9523,6,30
44,221,15484,6,30
44,221,2429,6,30
44,222,1203,6,30
44,222,31455,6,30
44,223,4835,70,45
44,223,6500,70,45
44,223,24845,70,45
45,224,24680,6,30
45,224,25065,6,30
45,16,4900,6,30
45,16,20914,6,30
45,245,2713,6,30
45,245,19681,6,30
45,246,1336,6,30
45,246,22647,6,30
45,247,30225,6,30
45,247,14900,6,30
45,248,29665,6,30
45,248,10799,6,30
45,221,18290,6,30
45,221,17594,6,30
45,222,1201,6,30
45,222,30910,6,30
45,223,24066,57,45
45,223,25197,70,45
45,223,20594,70,45
46,225,23436,,360
46,225,13421,,360
46,225,12341,,360
46,225,19223,,360
46,225,19355,,360
46,225,10397,,360
46,225,12574,,360
46,18,24777,,540
46,18,23822,,540
46,18,23311,,540
46,18,17274,,540
46,18,21399,,540
46,18,18857,,540
46,18,20989,,540
46,18,13641,,540
46,18,22475,,540
46,18,8781,,540
46,18,28755,,540
46,18,14553,,540
46,18,28124,,540
46,18,12136,,540
46,18,18024,,540
46,18,2672,,540
46,18,20594,,540
46,18,24532,,540
46,18,14582,,540
46,249,10505,,360
46,249,4744,,360
46,249,5512,,360
46,249,6071,,360
46,249,28731,,360
46,249,29181,,360
46,249,6686,,360
46,250,15110,,540
46,250,14986,,540
46,250,29067,,540
46,250,13850,,540
46,250,8042,,540
46,250,24115,,540
46,250,1566,,540
46,250,20897,,540
46,250,27193,,540
46,250,15480,,540
46,250,24781,,540
46,250,3285,,540
46,250,8417,,540
46,250,21992,,540
46,250,2798,,540
46,250,15410,,540
46,250,20214,,540
46,250,11384,,540
46,250,25341,,540
46,251,21250,,360
46,251,3714,,360
46,251,18405,,360
46,251,2982,,360
46,251,21995,,360
46,251,23087,,360
46,251,2685,,360
46,252,2390,11,180
46,253,10273,,540
46,253,22685,,540
46,253,12620,,540
46,253,12173,,540
46,253,15865,,540
46,253,22328,,540
46,253,25235,,540
46,253,1748,,540
46,253,30646,,540
46,253,2008,,540
46,253,25753,,540
46,253,2733,,540
46,254,14176,,360
46,254,14613,,360
46,254,32164,,360
46,254,30369,,360
46,254,20614,,360
46,254,25418,,360
46,254,26671,,360
46,254,10129,,360
46,254,30323,,360
46,254,17303,,360
46,254,17853,,360
46,254,125,,360
46,254,15071,,360
47,225,8963,,360
47,225,5576,,360
47,225,25544,,360
47,225,21263,,360
47,225,14895,,360
47,225,12468,,360
47,225,1849,,360
47,18,30208,,540
47,18,8706,,540
47,18,32003,,540
47,18,13110,,540
47,18,16910,,540
47,18,5015,,540
47,18,23969,,540
47,18,32036,,540
47,18,23730,,540
47,18,27300,,540
47,18,15790,,540
47,18,2874,,540
47,18,8266,,540
47,18,14420,,540
47,18,9662,,540
47,18,8287,,540
47,18,11746,,540
47,18,25029,,540
47,18,11741,,540
47,249,2112,,360
47,249,9957,,360
47,249,18550,,360
47,249,11949,,360
47,249,30418,,360
47,249,15190,,360
47,249,25883,,360
47,250,1543,,540
47,250,11788,,540
47,250,17561,,540
47,250,7963,,540
47,250,6964,,540
47,250,21423,,540
47,250,10161,,540
47,250,18229,,540
47,250,28598,,540
47,250,11191,,540
47,250,9149,,540
47,250,29762,,540
47,250,6985,,540
47,250,25040,,540
47,250,16227,,540
47,250,3940,,540
47,250,11493,,540
47,250,25838,,540
47,250,10365,,540
47,251,12740,,360
47,251,8328,,360
47,251,2217,,360
47,251,19086,,360
47,251,16975,,360
47,251,16951,,360
47,251,25214,,360
47,252,25643,11,180
47,253,10052,,540
47,253,28423,,540
47,253,11338,,540
47,253,29787,,540
47,253,26987,,540
47,253,16814,,540
47,253,24625,,540
47,253,5217,,540
47,253,8209,,540
47,253,14486,,540
47,253,4630,,540
47,253,7547,,540
47,254,6458,,360
47,254,29680,,360
47,254,22476,,360
47,254,16937,,360
47,254,10794,,360
47,254,19534,,360
47,254,22219,,360
47,254,6261,,360
47,254,8343,,360
47,254,8632,,360
47,254,15924,,360
47,254,13756,,360
47,254,3231,,360
48,225,26114,,360
48,225,8247,,360
48,225,10577,,360
48,225,25459,,360
48,225,5274,,360
48,225,18091,,360
48,225,3806,,360
48,18,24141,,540
48,18,17182,,540
48,18,17956,,540
48,18,10593,,540
48,18,9510,,540
48,18,10532,,540
48,18,28328,,540
48,18,438,,540
48,18,6072,,540
48,18,952,,540
48,18,30266,,540
48,18,21189,,540
48,18,20812,,540
48,18,13142,,540
48,18,22488,,540
48,18,5216,,540
48,18,8328,,540
48,18,22518,,540
48,18,22522,,540
48,249,15360,,360
48,249,9796,,360
48,249,21319,,360
48,249,12730,,360
48,249,29467,,360
48,249,6718,,360
48,249,10143,,360
48,250,28176,,540
48,250,22417,,540
48,250,5762,,540
48,250,22535,,540
48,250,18213,,540
48,250,17706,,540
48,250,32171,,540
48,250,2151,,540
48,250,26045,,540
48,250,5696,,540
48,250,17346,,540
48,250,3400,,540
48,250,27852,,540
48,250,24269,,540
48,250,32226,,540
48,250,14876,,540
48,250,15834,,540
48,250,6769,,540
48,250,21239,,540
48,251,5185,,360
48,251,24482,,360
48,251,18132,,360
48,251,10005,,360
48,251,9910,,360
48,251,13783,,360
48,251,26357,,360
48,252,27298,11,180
48,253,12675,,540
48,253,12228,,540
48,253,30693,,540
48,253,3654,,540
48,253,30214,,540
48,253,16129,,540
48,253,31760,,540
48,253,17264,,540
48,253,18770,,540
48,253,2320,,540
48,253,2808,,540
48,253,21436,,540
48,254,26656,,360
48,254,6980,,360
48,254,5576,,360
48,254,22346,,360
48,254,15274,,360
48,254,13967,,360
48,254,23924,,360
48,254,1951,,360
48,254,22583,,360
48,254,13338,,360
48,254,5819,,360
48,254,24219,,360
48,254,4471,,360
49,225,3714,,360
49,225,18083,,360
49,225,27372,,360
49,225,21863,,360
49,225,5368,,360
49,225,23831,,360
49,225,6665,,360
49,18,24208,,540
49,18,19136,,540
49,18,7333,,540
49,18,8106,,540
49,18,30379,,540
49,18,10538,,540
49,18,4138,,540
49,18,26543,,540
49,18,12172,,540
49,18,20278,,540
49,18,24378,,540
49,18,8269,,540
49,18,6429,,540
49,18,15442,,540
49,18,24305,,540
49,18,757,,540
49,18,3331,,540
49,18,18679,,540
49,18,10107,,540
49,249,14561,,360
49,249,26338,,360
49,249,15265,,360
49,249,8709,,360
49,249,12072,,360
49,249,12463,,360
49,249,17541,,360
49,250,23950,,540
49,250,5785,,540
49,250,1828,,540
49,250,6565,,540
49,250,12841,,540
49,250,17834,,540
49,250,19503,,540
49,250,14010,,540
49,250,31036,,540
49,250,25665,,540
49,250,15045,,540
49,250,24647,,540
49,250,2250,,540
49,250,23247,,540
49,250,23632,,540
49,250,14034,,540
49,250,11986,,540
49,250,5020,,540
49,250,22262,,540
49,251,2915,,360
49,251,11491,,360
49,251,30662,,360
49,251,7401,,360
49,251,21705,,360
49,251,22762,,360
49,251,21653,,360
49,252,30792,11,180
49,253,11909,,540
49,253,22648,,540
49,253,7616,,540
49,253,20983,,540
49,253,5434,,540
49,253,31918,,540
49,253,9168,,540
49,253,1842,,540
49,253,15444,,540
49,253,13799,,540
49,253,15671,,540
49,253,3901,,540
