Department,Course,Slot,Room,Students
9,150,1333,45,102
9,150,7471,45,102
9,150,26820,45,102
9,150,19062,45,102
9,150,4705,45,102
9,111,29243,,700
10,304,5361,31,34
10,304,28710,31,34
10,305,11675,,287
10,305,23350,,287
10,305,14111,,287
10,305,20615,,287
10,305,24126,,287
10,305,19537,,287
10,305,16425,,287
10,299,27116,11,30
10,299,9829,11,30
10,300,8422,11,30
10,301,15225,8,27
10,303,8128,8,28
11,18,4890,25,35
11,180,4306,,529
11,180,30585,,529
11,180,10517,,529
11,180,12580,,529
11,180,7107,,529
11,180,27880,,529
11,180,12458,,529
11,180,30051,,529
11,180,1060,,529
11,180,3811,,529
11,180,5860,,529
11,180,20879,,529
11,22,28138,25,35
11,201,3515,58,175
11,201,4896,58,175
11,201,2539,58,175
11,201,14915,58,175
11,201,2906,58,175
11,302,27910,,436
11,302,24186,,436
11,302,1640,,436
11,302,10351,,436
11,302,26601,,436
11,302,13263,,436
11,302,974,,436
11,302,26386,,436
11,302,589,,436
11,302,7405,,436
11,159,24423,,486
11,159,15849,,486
11,159,3503,,486
11,159,2021,,486
11,159,3741,,486
11,159,2538,,486
11,159,28240,,486
11,159,13898,,486
11,159,19834,,486
11,159,28721,,486
11,159,24973,,486
11,159,1167,,486
11,159,419,,486
11,159,114,,486
11,287,14051,58,240
11,287,28036,58,240
11,287,21374,58,240
11,287,876,58,240
11,287,18261,58,240
11,287,7739,58,240
12,1,21360,,500
12,50,32140,45,80
12,50,12401,45,80
12,51,26300,45,80
12,51,484,45,80
12,52,2460,45,94
12,52,17461,45,94
12,180,16177,,529
12,180,27709,,529
12,180,5826,,529
12,180,13296,,529
12,180,23263,,529
12,180,16722,,529
12,180,20255,,529
12,180,19446,,529
12,180,30877,,529
12,180,4420,,529
12,180,24570,,529
12,180,16049,,529
12,54,13634,58,168
12,54,13931,58,168
12,54,26788,58,168
12,54,4676,58,168
13,145,24487,58,180
13,145,31249,,180
13,145,18077,58,180
13,145,7384,58,180
13,145,10905,58,180
13,145,2310,58,180
13,290,17104,45,64
13,290,11849,45,64
13,290,22062,45,64
13,290,10915,45,64
13,146,28124,58,180
13,146,13424,58,180
13,146,16541,58,180
13,146,2947,58,180
13,146,737,58,180
13,146,28318,58,180
13,148,30001,45,68
13,148,26439,45,68
13,149,8488,13,52
13,149,11167,13,52
13,133,4001,58,234
13,133,15061,58,234
13,133,27875,58,234
13,133,7575,58,234
13,133,28421,58,234
13,133,18360,58,234
13,111,26498,,700
14,288,31827,,456
14,288,4488,,456
14,288,25524,,456
14,288,7114,,456
14,288,6833,,456
14,288,10706,,456
14,288,27953,,456
14,288,12234,,456
14,288,1192,,456
14,288,28640,,456
14,288,11650,,456
14,288,25362,,456
14,97,27425,,318
14,97,16009,,318
14,97,18796,,318
14,97,9214,,318
14,97,25668,,318
14,97,27198,,318
14,97,2946,,318
14,179,17826,58,240
14,179,29397,58,240
14,179,2046,58,240
14,179,13857,58,240
14,179,12784,58,240
14,179,10148,58,240
14,22,16362,25,35
14,205,24677,45,88
14,205,12772,45,88
14,270,25185,58,219
14,270,982,58,219
14,270,28389,58,219
14,270,1113,58,219
14,270,22530,58,219
15,97,15613,,318
15,97,23907,,318
15,97,29817,,318
15,97,5001,,318
15,97,32000,,318
15,97,28038,,318
15,97,31070,,318
15,105,10334,26,42
15,105,11728,27,42
15,106,27514,,74
15,106,8399,45,74
15,107,5883,45,74
15,107,16955,45,74
15,142,26932,45,70
15,142,15983,45,70
16,97,2637,,318
16,97,29769,,318
16,97,14854,,318
16,97,31409,,318
16,97,15755,,318
16,97,25824,,318
16,97,8898,,318
16,86,17919,1,36
16,86,9424,1,36
16,87,11622,1,40
16,87,8968,1,40
16,280,602,13,60
16,280,11469,13,60
16,280,22526,13,60
16,90,24280,45,114
16,90,21243,45,114
16,90,5989,45,114
16,75,7793,45,110
16,91,25197,,70
16,91,8584,45,70
16,93,24582,45,70
16,93,17176,45,70
16,77,447,26,42
16,77,16157,26,42
16,78,28713,1,40
16,78,1393,1,40
17,320,26493,58,250
17,326,30910,45,72
17,326,25367,45,72
17,294,3988,45,100
17,294,18719,45,100
17,329,10662,45,82
17,329,13274,45,82
17,332,151,58,120
17,332,6435,58,120
17,332,25355,58,120
17,332,16564,58,120
17,332,26135,58,120
17,332,24533,58,120
17,270,4713,58,219
17,270,31238,58,219
17,270,21549,58,219
17,270,3877,58,219
17,270,24045,58,219
18,97,720,,318
18,97,29939,,318
18,97,960,,318
18,97,31837,,318
18,97,10756,,318
18,97,19572,,318
18,97,3712,,318
18,145,31049,58,180
18,145,23873,58,180
18,145,29356,58,180
18,145,10701,58,180
18,145,31998,58,180
18,145,29148,58,180
18,130,8790,58,140
18,130,16826,58,140
18,130,2167,58,140
18,130,14372,58,140
18,146,9767,58,180
18,146,3548,58,180
18,146,3442,58,180
18,146,20739,58,180
18,146,25212,58,180
18,146,653,58,180
18,147,5274,45,70
18,147,22332,45,70
18,152,7973,60,18
18,152,2424,60,18
18,152,19536,60,18
18,136,7197,1,38
18,142,30400,45,70
18,142,25278,45,70
19,180,17860,,529
19,180,16576,,529
19,180,28512,,529
19,180,13452,,529
19,180,27244,,529
19,180,11588,,529
19,180,28140,,529
19,180,29045,,529
19,180,1462,,529
19,180,28851,,529
19,180,1396,,529
19,180,28669,,529
19,53,21101,45,90
19,53,11927,45,90
19,54,20369,58,168
19,54,8663,58,168
19,54,25521,58,168
19,54,30162,58,168
19,302,21092,,436
19,302,28770,,436
19,302,4466,,436
19,302,17403,,436
19,302,31192,,436
19,302,2908,,436
19,302,2267,,436
19,302,4778,,436
19,302,19823,,436
19,302,30851,,436
19,270,25298,58,219
19,270,29097,58,219
19,270,21240,58,219
19,270,22541,58,219
19,270,23058,58,219
20,258,30461,58,175
20,258,31895,58,175
20,258,3180,58,175
20,258,31440,58,175
20,258,19570,58,175
20,259,24587,45,105
20,259,10112,45,105
20,259,32100,45,105
20,101,11974,58,200
20,101,25674,58,200
20,101,3628,58,200
20,101,19203,58,200
20,101,12364,58,200
20,265,14622,25,35
20,269,15519,1,36
21,208,11673,58,200
21,208,20227,58,200
21,208,13089,58,200
21,208,15015,58,200
21,208,16709,58,200
21,208,29939,58,200
21,320,31451,58,250
21,97,7692,,318
21,97,25706,,318
21,97,14697,,318
21,97,25474,,318
21,97,18588,,318
21,97,13666,,318
21,97,14571,,318
21,294,22364,45,100
21,294,11522,45,100
21,329,22717,45,82
21,329,18810,45,82
21,332,1351,58,120
21,332,13332,58,120
21,332,16340,58,120
21,332,12742,58,120
21,332,5792,58,120
21,332,14897,58,120
21,302,27277,,436
21,302,30123,,436
21,302,13079,,436
21,302,6480,,436
21,302,16353,,436
21,302,31483,,436
21,302,31414,,436
21,302,6486,,436
21,302,9858,,436
21,302,23799,,436
21,159,2182,,486
21,159,5938,,486
21,159,2654,,486
21,159,30582,,486
21,159,21986,,486
21,159,11043,,486
21,159,24517,,486
21,159,27438,,486
21,159,3235,,486
21,159,23724,,486
21,159,2211,,486
21,159,2169,,486
21,159,25411,,486
21,159,19138,,486
22,86,26935,1,36
22,86,11433,1,36
22,280,6096,13,60
22,280,15705,13,60
22,280,26299,13,60
22,90,20231,45,114
22,90,21202,45,114
22,90,22798,45,114
22,282,1548,58,168
22,282,9078,,168
22,282,28234,58,168
22,282,9354,58,168
22,282,18649,58,168
22,282,15089,58,168
22,93,14894,45,70
22,93,22402,45,70
22,77,2057,26,42
22,77,27045,26,42
22,94,64,25,35
22,95,31325,58,147
22,95,15884,58,147
22,95,17883,58,147
23,97,1215,,318
23,97,29149,,318
23,97,13319,,318
23,97,19344,,318
23,97,11645,,318
23,97,5272,,318
23,97,14791,,318
23,213,26502,45,105
23,213,31588,45,105
23,213,11344,45,105
23,86,7803,1,36
23,86,19396,1,36
23,214,19798,25,35
23,217,26862,45,78
23,217,16430,45,78
23,90,20429,45,114
23,90,15705,45,114
23,90,21297,45,114
23,75,10061,45,110
24,1,30636,,500
24,162,2588,12,49
24,52,6760,45,94
24,52,20500,45,94
24,57,22245,58,150
24,57,2983,58,150
24,57,19323,58,150
24,57,14844,58,150
24,201,18377,58,175
24,201,29700,58,175
24,201,24436,58,175
24,201,22872,58,175
24,201,7602,58,175
24,58,1098,26,42
25,101,29581,58,200
25,101,3821,58,200
25,101,2901,58,200
25,101,21801,58,200
25,101,3232,58,200
25,328,10659,25,35
25,329,20785,45,82
25,329,21404,45,82
25,332,21670,58,120
25,332,7581,58,120
25,332,7686,58,120
25,332,2476,58,120
25,332,3851,58,120
25,332,8008,58,120
25,302,8532,,436
25,302,29914,,436
25,302,32184,,436
25,302,21141,,436
25,302,26918,,436
25,302,5679,,436
25,302,24678,,436
25,302,16054,,436
25,302,2159,,436
25,302,23492,,436
26,320,16581,58,250
26,326,13691,45,72
26,326,21937,45,72
26,330,3489,45,88
26,330,17469,45,88
26,331,32059,58,150
26,331,21118,58,150
26,331,25127,58,150
26,331,25242,58,150
26,331,15871,58,150
26,331,15677,58,150
26,270,16625,58,219
26,270,25035,58,219
26,270,27381,58,219
26,270,4549,58,219
26,270,19119,58,219
27,19,20916,12,49
27,20,30478,45,70
27,20,26140,45,70
27,21,24905,22,50
27,7,1508,58,200
27,202,30010,13,52
27,202,7122,13,52
27,202,27053,13,52
27,206,27716,45,72
27,206,1545,45,72
27,302,5868,,436
27,302,21558,,436
27,302,16614,,436
27,302,26995,,436
27,302,6337,,436
27,302,7489,,436
27,302,21341,,436
27,302,31514,,436
27,302,8609,,436
27,302,15642,,436
28,192,557,1,38
28,194,15342,45,84
28,194,24679,45,84
28,180,22202,,529
28,180,14148,,529
28,180,28457,,529
28,180,29998,,529
28,180,32213,,529
28,180,27669,,529
28,180,14701,,529
28,180,14051,,529
28,180,12388,,529
28,180,11391,,529
28,180,20294,,529
28,180,20872,,529
28,101,24658,58,200
28,101,22413,58,200
28,101,24536,58,200
28,101,18406,58,200
28,101,28670,58,200
28,8,26910,,828
28,8,29372,,828
28,8,25530,,828
28,8,17245,,828
28,8,7899,,828
28,8,12293,,828
28,8,4212,,828
28,8,19990,,828
28,8,1349,,828
28,8,18018,,828
28,8,6602,,828
28,8,18319,,828
28,8,15742,,828
28,8,15559,,828
28,8,11989,,828
28,8,18091,,828
28,8,16388,,828
28,8,10332,,828
28,191,4657,25,35
28,191,22545,25,35
28,191,14529,25,35
28,191,10790,25,35
28,191,9195,25,35
29,304,31474,31,34
29,304,23714,31,34
29,201,6850,58,175
29,201,20660,58,175
29,201,12153,58,175
29,201,4056,58,175
29,201,6431,58,175
29,299,1220,11,30
29,299,15478,11,30
29,300,6856,11,30
29,301,28108,8,27
29,303,8350,8,28
30,16,20369,13,60
30,16,23961,13,60
30,97,8882,,318
30,97,5821,,318
30,97,3598,,318
30,97,22045,,318
30,97,24598,,318
30,97,25529,,318
30,97,2011,,318
30,21,27276,22,50
30,7,31964,58,200
30,201,17429,,175
30,201,5091,58,175
30,201,23671,58,175
30,201,15879,58,175
30,201,29088,58,175
30,202,9300,13,52
30,202,16398,13,52
30,202,17002,13,52
30,206,21440,45,72
30,206,9835,45,72
30,302,29478,,436
30,302,8534,,436
30,302,21770,,436
30,302,29103,,436
30,302,410,,436
30,302,29733,,436
30,302,20946,,436
30,302,13342,,436
30,302,20342,,436
30,302,22519,,436
31,97,14895,,318
31,97,29491,,318
31,97,19705,,318
31,97,19614,,318
31,97,18705,,318
31,97,28885,,318
31,97,13323,,318
31,131,2436,,300
31,131,6344,,300
31,131,15807,,300
31,131,17742,,300
31,131,9043,,300
31,131,27744,,300
31,131,17450,,300
31,131,28634,,300
31,132,31109,45,61
31,132,9642,45,61
31,132,32037,45,61
31,132,29150,45,61
31,117,13243,58,130
31,117,16713,58,130
31,117,28672,58,130
31,117,26610,58,130
31,117,14968,58,130
31,117,27836,58,130
31,104,20808,13,56
31,104,9174,13,56
31,124,30031,45,116
31,124,17321,45,116
31,124,21379,45,116
31,124,26953,45,116
31,15,30704,45,78
31,15,5857,45,78
31,111,14784,,700
32,97,15454,,318
32,97,25458,,318
32,97,29406,,318
32,97,4876,,318
32,97,10800,,318
32,97,5941,,318
32,97,26705,,318
32,145,23410,58,180
32,145,27195,58,180
32,145,11714,58,180
32,145,23232,58,180
32,145,25056,58,180
32,145,16083,58,180
32,17,20158,13,51
32,146,30604,58,180
32,146,18045,58,180
32,146,11870,58,180
32,146,15344,58,180
32,146,29219,58,180
32,146,21608,58,180
32,147,25928,45,70
32,147,26261,45,70
32,250,19963,25,35
32,140,21180,45,98
32,140,10231,45,98
32,140,12469,45,98
32,140,7984,45,98
32,111,14298,,700
32,271,26430,25,35
33,179,23908,58,240
33,179,2975,58,240
33,179,21995,58,240
33,179,16943,58,240
33,179,18969,58,240
33,179,22156,58,240
33,52,19113,45,94
33,52,14856,45,94
33,53,6120,45,90
33,53,15726,45,90
33,56,22377,45,70
33,56,24963,45,70
33,57,28617,58,150
33,57,22404,58,150
33,57,30207,58,150
33,57,19821,58,150
33,45,7320,,500
33,45,30526,,500
34,146,1069,58,180
34,146,19781,58,180
34,146,27525,58,180
34,146,6006,58,180
34,146,19572,58,180
34,146,26314,58,180
34,149,7646,13,52
34,149,27173,13,52
34,133,30331,58,234
34,133,8539,58,234
34,133,5773,58,234
34,133,29863,58,234
34,133,7745,58,234
34,133,17358,58,234
34,134,27036,58,180
34,134,3423,58,180
34,134,6888,58,180
34,134,5591,58,180
34,134,24341,58,180
34,134,27650,58,180
34,119,10812,58,210
34,119,4684,58,210
34,119,31221,58,210
34,119,2722,58,210
34,119,25545,58,210
34,119,23557,58,210
34,137,19268,45,78
34,137,3541,45,78
34,111,18606,,700
35,289,13647,13,60
35,289,30802,13,60
35,55,10260,25,35
35,58,20092,26,42
35,60,12427,45,70
35,60,24149,45,70
35,45,18191,,500
35,45,17951,,500
35,302,10316,,436
35,302,23743,,436
35,302,23883,,436
35,302,28565,,436
35,302,23179,,436
35,302,31363,,436
35,302,21508,,436
35,302,5142,,436
35,302,30065,,436
35,302,2105,,436
35,270,14417,58,219
35,270,23628,58,219
35,270,2349,58,219
35,270,4355,58,219
35,270,13170,58,219
36,320,19074,58,250
36,329,10464,45,82
36,329,32165,45,82
36,332,8896,58,120
36,332,8133,58,120
36,332,2111,58,120
36,332,14458,58,120
36,332,2564,58,120
36,332,3843,58,120
37,320,7680,58,250
37,101,7603,58,200
37,101,2717,58,200
37,101,30080,58,200
37,101,11341,58,200
37,101,8656,58,200
37,23,24577,58,240
37,23,10692,58,240
37,23,2586,58,240
37,23,19336,58,240
37,23,32008,58,240
37,23,9981,58,240
37,329,2770,45,82
37,329,31868,45,82
37,332,28701,58,120
37,332,16526,58,120
37,332,18414,58,120
37,332,21867,58,120
37,332,17379,58,120
37,332,13619,58,120
38,49,29286,45,80
38,49,11064,45,80
38,97,17502,,318
38,97,8245,,318
38,97,11890,,318
38,97,6858,,318
38,97,11428,,318
38,97,10407,,318
38,97,2444,,318
38,50,22537,45,80
38,50,8029,45,80
38,52,28545,45,94
38,52,15819,45,94
38,102,8699,45,80
38,102,21810,45,80
38,252,5452,13,60
38,252,16268,13,60
38,45,11966,,500
38,45,4309,,500
39,144,11238,13,59
39,144,7282,13,59
39,144,3323,,59
39,144,3948,13,59
39,144,3196,13,59
39,142,24921,45,70
39,142,19562,45,70
39,143,11377,,150
39,143,27487,58,150
39,143,4204,58,150
39,143,29053,58,150
39,143,14038,58,150
39,143,28166,58,150
40,326,28673,45,72
40,326,24382,45,72
40,328,4828,25,35
40,329,17637,45,82
40,329,29513,45,82
40,332,30670,58,120
40,332,8418,58,120
40,332,13068,58,120
40,332,21463,,120
40,332,5156,58,120
40,332,24316,58,120
41,320,18722,58,250
41,329,4654,45,82
41,329,1540,45,82
41,332,31358,58,120
41,332,29161,58,120
41,332,8306,58,120
41,332,4,58,120
41,332,30456,58,120
41,332,6401,58,120
42,7,441,58,200
42,23,9144,58,240
42,23,18162,58,240
42,23,16407,58,240
42,23,9369,,240
42,23,1360,58,240
42,23,21451,58,240
42,302,29585,,436
42,302,28510,,436
42,302,20669,,436
42,302,30303,,436
42,302,23575,,436
42,302,25332,,436
42,302,25969,,436
42,302,17777,,436
42,302,22484,,436
42,302,18141,,436
42,159,10177,,486
42,159,23022,,486
42,159,18433,,486
42,159,21861,,486
42,159,29584,,486
42,159,26384,,486
42,159,14905,,486
42,159,7417,,486
42,159,1143,,486
42,159,17106,,486
42,159,32207,,486
42,159,15930,,486
42,159,15741,,486
42,159,10163,,486
43,102,14857,45,80
43,102,21657,45,80
43,55,3639,25,35
43,23,6463,58,240
43,23,24112,58,240
43,23,21428,58,240
43,23,12577,58,240
43,23,861,58,240
43,23,2424,58,240
43,58,20183,26,42
43,45,20054,,500
43,45,10108,,500
43,271,15543,25,35
44,305,12498,,287
44,305,17696,,287
44,305,22094,,287
44,305,17133,,287
44,305,25070,,287
44,305,22414,,287
44,305,2361,,287
44,133,29402,58,234
44,133,8148,58,234
44,133,18575,58,234
44,133,3720,58,234
44,133,14884,58,234
44,133,13366,58,234
44,134,19501,58,180
44,134,4443,58,180
44,134,24101,58,180
44,134,25645,58,180
44,134,26533,58,180
44,134,19952,58,180
44,135,11226,45,70
44,135,3183,45,70
44,140,16294,45,98
44,140,27998,45,98
44,140,6986,45,98
44,140,23138,45,98
44,12,22402,,360
44,12,17097,,360
44,12,7708,,360
44,12,13176,,360
44,12,4467,,360
44,12,2614,,360
44,12,17023,,360
44,12,662,,360
44,12,24207,,360
44,111,25966,,700
45,49,15746,45,80
45,49,24193,45,80
45,97,27219,,318
45,97,19510,,318
45,97,19222,,318
45,97,32104,,318
45,97,21041,,318
45,97,25977,,318
45,97,24189,,318
45,290,22414,45,64
45,290,4070,45,64
45,290,28534,45,64
45,290,24537,45,64
45,52,9640,45,94
45,52,4409,45,94
45,102,17828,45,80
45,102,16123,45,80
45,55,31671,25,35
45,45,9371,,500
45,45,4977,,500
46,145,2332,58,180
46,145,2356,58,180
46,145,7600,58,180
46,145,18330,58,180
46,145,3792,58,180
46,145,28950,58,180
46,290,23655,45,64
46,290,23430,45,64
46,290,21275,45,64
46,290,12531,45,64
46,146,23196,58,180
46,146,14825,58,180
46,146,13334,58,180
46,146,16305,58,180
46,146,1459,58,180
46,146,27056,58,180
46,148,14490,45,68
46,148,15551,45,68
46,149,13890,13,52
46,149,18533,13,52
46,302,23657,,436
46,302,5567,,436
46,302,22688,,436
46,302,13102,,436
46,302,15508,,436
46,302,29657,,436
46,302,24848,,436
46,302,2108,,436
46,302,3009,,436
46,302,27103,,436
46,111,22266,,700
47,145,20047,58,180
47,145,31244,,180
47,145,11468,58,180
47,145,8289,58,180
47,145,2767,58,180
47,145,13937,58,180
47,146,7354,,180
47,146,10309,58,180
47,146,18991,58,180
47,146,16950,58,180
47,146,22971,58,180
47,146,14940,58,180
47,147,31995,45,70
47,147,10767,45,70
47,150,22543,45,102
47,150,9804,45,102
47,150,24721,45,102
47,150,2403,45,102
47,150,26141,45,102
47,150,25150,45,102
47,150,17087,45,102
47,150,24039,45,102
47,270,11435,58,219
47,270,267,58,219
47,270,1605,58,219
47,270,23092,58,219
47,270,28698,58,219
47,111,11426,,700
47,287,8422,58,240
47,287,11902,58,240
47,287,6227,58,240
47,287,62,58,240
47,287,6042,58,240
47,287,2663,58,240
48,294,20348,45,100
48,294,9437,45,100
48,328,6662,25,35
48,329,23686,45,82
48,329,23949,45,82
48,332,20752,58,120
48,332,30317,58,120
48,332,20024,58,120
48,332,30503,58,120
48,332,24573,58,120
48,332,2450,58,120
48,302,9710,,436
48,302,3752,,436
48,302,6235,,436
48,302,8584,,436
48,302,13671,,436
48,302,20819,,436
48,302,6208,,436
48,302,10254,,436
48,302,23327,,436
48,302,24821,,436
49,164,7713,13,60
49,164,23497,13,60
49,164,27774,13,60
49,54,29102,58,168
49,54,3520,58,168
49,54,2455,58,168
49,54,23013,58,168
49,57,11101,58,150
49,57,5978,58,150
49,57,7053,,150
49,57,4249,58,150
49,154,29459,,300
50,1,20107,,500
50,5,21590,45,80
50,5,10403,45,80
50,6,1257,45,100
50,59,23428,25,35
50,252,17525,13,60
50,252,24418,13,60
50,287,4906,58,240
50,287,2708,58,240
50,287,18011,58,240
50,287,21565,58,240
50,287,2799,58,240
50,287,9839,58,240
51,48,25261,58,246
51,48,7586,58,246
51,48,6843,58,246
51,48,28949,58,246
51,48,10299,58,246
51,48,7682,58,246
51,97,743,,318
51,97,12378,,318
51,97,30797,,318
51,97,16757,,318
51,97,10270,,318
51,97,23391,,318
51,97,760,,318
51,2,26180,58,200
51,2,5253,58,200
51,2,538,58,200
51,2,8016,58,200
51,2,21853,58,200
51,100,8037,58,180
51,100,14443,58,180
51,100,7254,58,180
51,100,14021,58,180
51,100,23366,58,180
51,100,6327,58,180
51,53,30664,45,90
51,53,26848,45,90
51,57,14430,58,150
51,57,13912,58,150
51,57,2207,58,150
51,57,2209,58,150
51,45,3964,,500
51,45,17014,,500
52,145,10804,58,180
52,145,10525,58,180
52,145,9417,58,180
52,145,23377,58,180
52,145,29867,58,180
52,145,31790,58,180
52,146,24762,58,180
52,146,18995,58,180
52,146,13024,58,180
52,146,7913,58,180
52,146,18287,58,180
52,146,19869,58,180
52,148,4290,45,68
52,148,26600,45,68
52,149,20550,13,52
52,149,17385,13,52
52,137,10982,45,78
52,137,21265,45,78
52,138,17328,25,35
52,111,30564,,700
53,101,9236,58,200
53,101,23484,58,200
53,101,21354,58,200
53,101,9670,58,200
53,101,22767,58,200
53,134,31986,58,180
53,134,32183,58,180
53,134,11710,58,180
53,134,26611,58,180
53,134,84,58,180
53,134,27434,58,180
53,201,25329,58,175
53,201,25046,58,175
53,201,18234,58,175
53,201,26808,58,175
53,201,18985,58,175
53,302,22810,,436
53,302,6476,,436
53,302,10831,,436
53,302,29838,,436
53,302,27766,,436
53,302,15083,,436
53,302,14330,,436
53,302,12298,,436
53,302,18482,,436
53,302,24460,,436
53,111,4846,,700
54,146,12586,58,180
54,146,10507,58,180
54,146,2699,58,180
54,146,26844,58,180
54,146,19752,58,180
54,146,17302,58,180
54,101,27292,58,200
54,101,20694,58,200
54,101,8917,58,200
54,101,19503,58,200
54,101,10196,58,200
54,152,16837,60,18
54,152,2639,60,18
54,152,23505,60,18
54,142,5194,45,70
54,142,21538,45,70
54,287,29805,58,240
54,287,120,58,240
54,287,675,58,240
54,287,6216,58,240
54,287,12588,58,240
54,287,12754,58,240
55,320,23758,58,250
55,101,9956,58,200
55,101,18560,58,200
55,101,21845,58,200
55,101,12960,58,200
55,101,23354,58,200
55,294,30450,45,100
55,294,5294,45,100
55,329,26210,45,82
55,329,7197,45,82
55,332,19376,58,120
55,332,26372,58,120
55,332,9793,58,120
55,332,4328,58,120
55,332,15802,58,120
55,332,19582,58,120
55,302,14318,,436
55,302,29100,,436
55,302,3407,,436
55,302,15985,,436
55,302,14063,,436
55,302,22554,,436
55,302,20606,,436
55,302,1929,,436
55,302,9090,,436
55,302,22132,,436
56,213,7854,45,105
56,213,23228,45,105
56,213,24262,45,105
56,217,12963,45,78
56,217,31888,45,78
56,111,7524,,700
57,162,4606,12,49
57,290,22662,45,64
57,290,25318,45,64
57,290,29233,,64
57,290,14984,45,64
57,55,1801,25,35
57,252,10644,13,60
57,252,13662,13,60
57,45,22966,,500
57,45,4922,,500
58,117,5473,58,130
58,117,6910,58,130
58,117,22857,58,130
58,117,27757,58,130
58,117,14197,58,130
58,117,17718,58,130
58,101,12739,58,200
58,101,29119,58,200
58,101,26118,58,200
58,101,26163,58,200
58,101,5172,58,200
58,111,2095,,700
59,178,1580,25,35
59,183,18383,25,35
59,142,11811,45,70
59,142,24713,45,70
59,302,27661,,436
59,302,6408,,436
59,302,14184,,436
59,302,18541,,436
59,302,16946,,436
59,302,31994,,436
59,302,30564,,436
59,302,21404,,436
59,302,13839,,436
59,302,458,,436
59,270,1653,58,219
59,270,10757,58,219
59,270,29022,58,219
59,270,7083,58,219
59,270,22800,58,219
60,146,30303,58,180
60,146,7321,58,180
60,146,23528,58,180
60,146,26084,58,180
60,146,28045,58,180
60,146,27082,58,180
60,148,27984,45,68
60,148,7479,45,68
60,151,18511,21,8
60,201,14340,58,175
60,201,17464,58,175
60,201,17796,58,175
60,201,876,58,175
60,201,18031,58,175
60,142,31707,45,70
60,142,25816,45,70
61,328,11965,25,35
61,329,22949,45,82
61,329,24677,45,82
61,332,10050,58,120
61,332,11015,58,120
61,332,25930,58,120
61,332,10770,58,120
61,332,29505,58,120
61,332,19660,58,120
61,302,22202,,436
61,302,8014,,436
61,302,27236,,436
61,302,14799,,436
61,302,8731,,436
61,302,16025,,436
61,302,26936,,436
61,302,29925,,436
61,302,5078,,436
61,302,22107,,436
61,287,11345,58,240
61,287,1424,58,240
61,287,23560,58,240
61,287,8645,58,240
