Department,Course,Slot,Room,Students
25,98,21459,33,100
25,98,22902,33,100
25,98,701,33,100
25,35,24435,16,66
25,37,12707,33,96
25,37,20348,33,96
25,37,14120,33,96
25,149,16287,12,136
25,149,21503,12,136
25,149,8976,12,136
25,149,27690,12,136
25,53,8056,12,148
25,53,2657,12,148
25,53,23020,12,148
25,90,11009,26,47
25,90,25531,25,47
25,172,27298,3,40
26,25,3809,16,70
27,64,7032,33,80
27,64,24194,33,80
27,83,15412,,150
27,53,10342,12,148
27,53,11043,12,148
27,53,27318,12,148
27,30,28536,16,68
27,30,1451,16,68
28,98,28367,33,100
28,98,20433,33,100
28,98,2383,33,100
28,98,15378,33,100
28,101,10928,16,60
28,101,12046,16,60
28,101,20534,16,60
28,149,22537,12,136
28,149,7513,12,136
28,149,4216,12,136
28,149,8229,12,136
28,53,28909,12,148
28,53,29850,12,148
28,53,16396,12,148
28,90,2521,26,47
28,90,12829,26,47
29,98,4293,33,100
29,98,27901,33,100
29,98,25705,33,100
29,98,13426,33,100
29,149,12997,12,136
29,149,10655,12,136
29,149,22036,12,136
29,149,16016,12,136
29,53,22252,12,148
29,53,29272,12,148
29,53,8219,12,148
29,90,27605,26,47
29,90,16967,26,47
29,30,10536,16,68
29,30,26676,16,68
30,98,27657,33,100
30,98,8911,33,100
30,98,4129,33,100
30,98,15817,33,100
30,149,4108,12,136
30,149,14603,12,136
30,149,24410,12,136
30,149,19225,12,136
30,53,770,12,148
30,53,21203,12,148
30,53,14150,12,148
30,90,28804,26,47
30,90,10916,26,47
31,98,15143,33,100
31,98,3848,33,100
31,98,1024,33,100
31,98,14670,33,100
31,149,16706,12,136
31,149,1136,12,136
31,149,2221,12,136
31,149,13932,12,136
31,53,4651,12,148
31,53,26251,12,148
31,53,24216,12,148
31,90,13201,26,47
31,90,15174,26,47
31,30,14442,16,68
31,30,10169,16,68
32,98,27503,33,100
32,98,21687,33,100
32,98,15243,33,100
32,98,12820,33,100
32,149,27185,12,136
32,149,21860,12,136
32,149,2505,12,136
32,149,16837,12,136
32,53,22006,12,148
32,53,10921,12,148
32,53,12944,12,148
32,90,3724,26,47
32,90,12023,26,47
32,30,29330,16,68
32,30,27419,16,68
33,98,23984,33,100
33,98,28761,33,100
33,98,10154,33,100
33,98,14724,33,100
33,101,21080,16,60
33,101,2166,16,60
33,101,18545,16,60
33,149,19091,12,136
33,149,26245,12,136
33,149,24291,12,136
33,149,13312,12,136
33,53,18322,12,148
33,53,28787,12,148
33,53,10918,12,148
33,90,6659,26,47
33,90,342,26,47
34,98,12677,33,100
34,98,13224,33,100
34,98,13628,33,100
34,98,25375,33,100
34,149,9455,,136
34,149,16595,12,136
34,149,6975,12,136
34,149,21976,12,136
34,53,15619,12,148
34,53,22812,12,148
34,53,17746,12,148
34,152,18714,7,31
34,152,2747,7,31
34,90,26971,26,47
34,90,16088,26,47
35,98,10466,33,100
35,98,23454,33,100
35,98,10855,33,100
35,98,11106,33,100
35,149,1791,12,136
35,149,25719,12,136
35,149,3614,12,136
35,149,8349,12,136
35,53,5894,12,148
35,53,7305,12,148
35,53,22499,12,148
35,152,5330,3,31
35,152,29062,7,31
35,90,14118,26,47
35,90,22176,26,47
36,98,7380,33,100
36,98,16363,33,100
36,98,25268,33,100
36,98,23893,33,100
36,149,5436,12,136
36,149,4501,12,136
36,149,3353,12,136
36,149,20879,12,136
36,53,17583,12,148
36,53,6755,12,148
36,53,27926,12,148
36,152,7010,7,31
36,152,14642,7,31
36,90,12369,26,47
36,90,24706,26,47
37,98,18580,33,100
37,98,16350,33,100
37,98,17434,33,100
37,98,13366,33,100
37,101,10228,16,60
37,101,25916,16,60
37,101,282,16,60
37,149,7168,12,136
37,149,5676,12,136
37,149,26413,12,136
37,149,476,12,136
37,53,25920,12,148
37,53,16800,12,148
37,53,12265,12,148
37,90,27130,26,47
37,90,19306,26,47
38,96,1627,2,10
38,35,4045,16,66
38,147,4302,2,10
38,70,12990,,344
38,70,21744,,344
38,70,2371,,344
38,70,15138,,344
38,70,5444,,344
38,70,5720,,344
38,70,10664,,344
38,220,11395,2,5
38,93,25578,2,10
39,48,15688,,727
39,48,18654,,727
39,48,15522,,727
39,48,17916,,727
39,48,9088,,727
39,48,23588,,727
39,48,1949,,727
39,48,28729,,727
39,48,15166,,727
39,48,29694,,727
39,48,7549,,727
39,48,17265,,727
39,82,4167,16,70
39,70,9477,,344
39,70,17436,,344
39,70,27449,,344
39,70,5880,,344
39,70,704,,344
39,70,25782,,344
39,70,27952,,344
39,91,17059,26,48
39,91,10686,26,48
39,92,27737,18,25
40,67,3095,,623
40,67,19542,,623
40,67,23772,,623
40,67,30112,,623
40,67,22910,,623
40,67,11647,,623
40,67,19167,,623
40,67,17809,,623
40,67,28081,,623
40,67,3120,,623
40,67,1800,,623
40,67,26484,,623
40,107,16537,,400
40,107,20410,,400
40,107,13934,,400
40,107,16520,,400
40,107,1869,,400
40,107,2223,,400
40,107,19321,,400
40,107,11559,,400
40,107,11080,,400
40,107,22478,,400
40,107,20366,,400
40,110,2173,,420
41,50,25282,6,20
41,83,15438,12,150
41,67,4719,,623
41,67,27033,,623
41,67,8018,,623
41,67,5526,,623
41,67,4810,,623
41,67,12274,,623
41,67,28463,,623
41,67,20907,,623
41,67,12562,,623
41,67,6541,,623
41,67,21159,,623
41,67,27963,,623
41,163,11004,16,70
41,84,27203,,250
41,164,28015,16,60
41,94,10912,33,90
41,142,26430,6,20
42,67,14233,,623
42,67,9915,,623
42,67,10076,,623
42,67,1045,,623
42,67,13440,,623
42,67,26357,,623
42,67,20695,,623
42,67,22141,,623
42,67,17964,,623
42,67,14371,,623
42,67,12114,,623
42,67,26422,,623
42,38,28401,,1139
42,38,30188,,1139
42,38,23243,,1139
42,38,10598,,1139
42,38,2247,,1139
42,38,25427,,1139
42,38,24640,,1139
42,38,9520,,1139
42,38,11404,,1139
42,38,26862,,1139
42,38,3551,,1139
42,38,27833,,1139
42,38,12769,,1139
42,38,28677,,1139
42,38,5905,,1139
42,38,9488,,1139
42,38,22853,,1139
42,38,1163,,1139
42,38,21070,,1139
42,38,9821,,1139
42,38,12531,,1139
42,38,15342,,1139
42,38,13173,,1139
42,38,14666,,1139
43,151,24995,,256
43,151,27680,,256
43,151,12295,,256
43,153,3580,,252
43,153,18189,,252
43,153,5051,,252
43,153,5209,,252
43,153,15423,,252
43,153,9244,,252
44,64,6488,33,80
44,64,4317,33,80
44,176,5353,,300
44,176,2200,,300
44,176,7629,,300
44,176,23572,,300
44,176,17337,,300
44,176,14660,,300
44,176,17340,,300
44,53,17040,12,148
44,53,29229,12,148
44,53,17832,12,148
44,29,21440,18,25
45,147,25443,2,10
45,36,11295,10,18
45,37,16324,33,96
45,37,17972,33,96
45,37,1733,33,96
45,70,12416,,344
45,70,6495,,344
45,70,13783,,344
45,70,16819,,344
45,70,13601,,344
45,70,20938,,344
45,70,15501,,344
45,63,12245,,400
45,63,1292,,400
45,63,3174,,400
45,63,9913,,400
45,63,13238,,400
45,63,17122,,400
45,63,19609,,400
45,63,6142,,400
45,63,25227,,400
46,82,20532,16,70
46,83,8911,12,150
46,52,3273,23,180
46,52,7118,23,180
46,52,23627,23,180
46,52,14902,23,180
46,70,6723,,344
46,70,27970,,344
46,70,3742,,344
46,70,19847,,344
46,70,19288,,344
46,70,10207,,344
46,70,30169,,344
46,86,993,3,40
46,88,26697,33,80
46,25,14526,16,70
46,26,22288,33,100
47,46,9565,8,120
48,178,27996,8,122
48,66,12071,,700
48,66,5157,,700
48,66,19541,,700
48,66,25081,,700
48,66,5232,,700
48,66,24203,,700
48,66,7218,,700
48,66,8270,,700
48,66,11355,,700
48,66,8835,,700
48,66,30092,,700
48,66,24452,,700
48,66,12506,,700
48,66,17980,,700
48,66,29931,,700
48,117,27114,,400
48,181,14145,,360
48,181,27657,,360
48,181,10682,,360
48,181,1140,,360
48,181,27593,,360
48,181,27367,,360
48,181,24399,,360
48,181,8349,,360
48,181,2501,,360
48,181,22766,,360
48,181,8173,,360
48,181,652,,360
48,181,1081,,360
48,181,29705,,360
48,181,23477,,360
48,38,24928,,1139
48,38,22378,,1139
48,38,23129,,1139
48,38,26528,,1139
48,38,9877,,1139
48,38,7590,,1139
48,38,21721,,1139
48,38,9952,,1139
48,38,22788,,1139
48,38,19580,,1139
48,38,4434,,1139
48,38,27,,1139
48,38,6780,,1139
48,38,15548,,1139
48,38,1758,,1139
48,38,21414,,1139
48,38,21795,,1139
48,38,15545,,1139
48,38,6341,,1139
48,38,20574,,1139
48,38,12738,,1139
48,38,4720,,1139
48,38,3915,,1139
48,38,12391,,1139
48,105,20285,,630
48,105,21339,,630
48,105,28647,,630
48,105,4551,,630
48,105,27122,,630
48,105,20610,,630
48,105,24522,,630
48,105,28881,,630
48,105,13073,,630
48,105,23194,,630
48,105,22796,,630
48,105,19879,,630
48,105,20100,,630
48,105,16576,,630
48,105,27560,,630
48,105,5428,,630
48,105,15033,,630
48,105,1975,,630
48,105,12378,,630
48,105,4839,,630
48,105,7711,,630
48,105,1908,,630
48,45,7939,,900
48,45,28665,,900
48,45,28342,,900
48,45,3545,,900
48,45,21265,,900
48,45,14064,,900
48,45,6097,,900
48,45,24220,,900
48,45,25905,,900
48,45,12120,,900
48,45,29475,,900
48,45,15348,,900
48,45,17182,,900
48,45,10982,,900
48,45,2518,,900
48,45,13584,,900
48,45,18791,,900
48,45,12859,,900
48,45,2135,,900
48,109,19619,23,200
49,193,27527,35,24
49,193,26825,6,24
49,130,21023,33,100
49,130,14121,33,100
49,66,16771,,700
49,66,16398,,700
49,66,11453,,700
49,66,5719,,700
49,66,4993,,700
49,66,22490,,700
49,66,964,,700
49,66,20506,,700
49,66,18967,,700
49,66,9009,,700
49,66,6416,,700
49,66,20697,,700
49,66,12648,,700
49,66,1744,,700
49,66,24464,,700
49,132,2678,23,200
49,102,18691,,372
49,102,17465,,372
49,102,9975,,372
49,102,7374,,372
49,102,11414,,372
49,102,29471,,372
49,102,19024,,372
49,102,2041,,372
49,102,28050,,372
49,38,14969,,1139
49,38,6671,,1139
49,38,20884,,1139
49,38,4761,,1139
49,38,24990,,1139
49,38,7143,,1139
49,38,10451,,1139
49,38,29760,,1139
49,38,11639,,1139
49,38,28298,,1139
49,38,23585,,1139
49,38,12528,,1139
49,38,25796,,1139
49,38,19296,,1139
49,38,16155,,1139
49,38,13257,,1139
49,38,9792,,1139
49,38,7972,,1139
49,38,5932,,1139
49,38,2505,,1139
49,38,8842,,1139
49,38,11443,,1139
49,38,21166,,1139
49,38,24181,,1139
49,187,28669,12,168
49,45,3465,,900
49,45,14665,,900
49,45,18220,,900
49,45,21036,,900
49,45,24832,,900
49,45,20363,,900
49,45,13317,,900
49,45,12216,,900
49,45,9588,,900
49,45,5946,,900
49,45,8835,,900
49,45,4632,,900
49,45,17754,,900
49,45,18401,,900
49,45,26626,,900
49,45,17627,,900
49,45,5592,,900
49,45,9930,,900
49,45,16529,,900
49,157,4869,33,96
49,157,12333,33,96
49,157,3307,33,96
49,191,3695,26,45
50,35,6562,16,66
50,196,103,26,48
50,25,11651,16,70
50,26,20003,33,100
50,142,8277,6,20
51,66,26228,,700
51,66,26257,,700
51,66,21108,,700
51,66,19030,,700
51,66,14789,,700
51,66,19113,,700
51,66,21905,,700
51,66,15617,,700
51,66,305,,700
51,66,25475,,700
51,66,29854,,700
51,66,12134,,700
51,66,22420,,700
51,66,22166,,700
51,66,19973,,700
51,132,577,23,200
51,181,13547,,360
51,181,20816,,360
51,181,6193,,360
51,181,25122,,360
51,181,27530,,360
51,181,2246,,360
51,181,19918,,360
51,181,17527,,360
51,181,28959,,360
51,181,13545,,360
51,181,1449,,360
51,181,26921,,360
51,181,11018,,360
51,181,15661,,360
51,181,24285,,360
51,102,9613,,372
51,102,1089,,372
51,102,12301,,372
51,102,25815,,372
51,102,10449,,372
51,102,28014,,372
51,102,27672,,372
51,102,13331,,372
51,102,8768,,372
51,38,28415,,1139
51,38,24983,,1139
51,38,16690,,1139
51,38,18145,,1139
51,38,1081,,1139
51,38,4976,,1139
51,38,4975,,1139
51,38,12519,,1139
51,38,934,,1139
51,38,5233,,1139
51,38,12002,,1139
51,38,19056,,1139
51,38,29586,,1139
51,38,14637,,1139
51,38,6524,,1139
51,38,17346,,1139
51,38,6025,,1139
51,38,25693,,1139
51,38,12536,,1139
51,38,22502,,1139
51,38,7772,,1139
51,38,25880,,1139
51,38,11411,,1139
51,38,27200,,1139
51,185,20920,1,15
51,187,27603,12,168
51,45,29283,,900
51,45,15037,,900
51,45,6042,,900
51,45,4560,,900
51,45,21900,,900
51,45,13900,,900
51,45,24245,,900
51,45,13247,,900
51,45,20296,,900
51,45,26821,,900
51,45,28106,,900
51,45,21410,,900
51,45,27903,,900
51,45,26257,,900
51,45,27266,,900
51,45,7918,,900
51,45,24895,,900
51,45,20271,,900
51,45,4880,,900
51,157,26557,33,96
51,157,8124,33,96
51,157,5414,33,96
51,190,20821,33,100
52,64,21419,33,80
52,64,7145,33,80
52,98,20170,33,100
52,98,1418,33,100
52,98,18880,33,100
52,98,18390,33,100
52,83,5174,12,150
52,84,13506,,250
52,37,14744,33,96
52,37,23847,33,96
52,37,4941,33,96
52,149,2995,12,136
52,149,17504,,136
52,149,17241,12,136
52,149,24322,12,136
52,53,21733,12,148
52,53,5881,12,148
52,53,22701,12,148
52,152,13499,7,31
52,152,28567,7,31
52,216,12395,2,7
52,90,12260,26,47
52,90,16342,26,47
52,30,27559,22,68
52,30,18818,16,68
53,48,9150,,727
53,48,13620,,727
53,48,7559,,727
53,48,1943,,727
53,48,18560,,727
53,48,24524,,727
53,48,22204,,727
53,48,1280,,727
53,48,17281,,727
53,48,13576,,727
53,48,1622,,727
53,48,13141,,727
53,129,13603,,360
53,129,17934,,360
53,129,24767,,360
53,129,29087,,360
53,129,23676,,360
53,129,154,,360
53,129,5299,,360
53,129,8503,,360
53,129,27837,,360
53,129,24587,,360
53,129,18159,,360
53,129,10564,,360
53,129,3070,,360
53,84,17883,,250
53,70,6744,,344
53,70,8588,,344
53,70,17769,,344
53,70,20271,,344
53,70,15101,,344
53,70,13485,,344
53,70,7216,,344
53,79,17287,23,180
54,97,2708,33,90
54,97,958,33,90
54,97,25364,33,90
54,132,24255,23,200
54,100,4764,18,25
54,52,11723,23,180
54,52,7795,23,180
54,52,24787,23,180
54,52,6142,23,180
54,133,8528,1,15
54,70,17711,,344
54,70,14016,,344
54,70,16636,,344
54,70,11212,,344
54,70,14478,,344
54,70,21854,,344
54,70,4370,,344
54,150,22822,,264
54,150,14734,,264
54,150,24699,,264
54,150,185,,264
54,150,9785,,264
54,150,4519,,264
54,150,23316,,264
54,150,493,,264
54,150,17042,,264
54,150,28047,,264
54,150,3934,,264
54,150,28104,,264
54,153,9454,,252
54,153,3381,,252
54,153,12495,,252
54,153,20021,,252
54,153,6899,,252
54,153,8209,,252
54,41,6373,3,40
54,186,18035,6,20
55,48,10504,,727
55,48,11551,,727
55,48,4755,,727
55,48,27374,,727
55,48,19596,,727
55,48,25176,,727
55,48,6057,,727
55,48,15521,,727
55,48,2680,,727
55,48,13205,,727
55,48,3506,,727
55,48,20584,,727
55,129,24687,,360
55,129,15297,,360
55,129,18409,,360
55,129,23799,,360
55,129,18397,,360
55,129,16445,,360
55,129,9419,,360
55,129,29153,,360
55,129,23640,,360
55,129,792,,360
55,129,12047,,360
55,129,8609,,360
55,129,30231,,360
55,84,8142,,250
55,70,10677,,344
55,70,41,,344
55,70,5494,,344
55,70,18230,,344
55,70,14929,,344
55,70,25324,,344
55,70,5082,,344
55,102,29795,,372
55,102,28386,,372
55,102,7954,,372
55,102,16529,,372
55,102,14544,,372
55,102,22908,,372
55,102,6998,,372
55,102,15115,,372
55,102,28434,,372
55,23,24436,16,70
55,73,28046,12,150
55,63,21307,,400
55,63,14119,,400
55,63,11427,,400
55,63,13721,,400
55,63,23137,,400
55,63,21965,,400
55,63,29919,,400
55,63,22469,,400
55,63,19711,,400
56,48,28701,,727
56,48,25069,,727
56,48,3660,,727
56,48,12247,,727
56,48,13989,,727
56,48,27936,,727
56,48,11709,,727
56,48,11498,,727
56,48,1801,,727
56,48,14734,,727
56,48,9318,,727
56,48,6157,,727
56,84,7360,,250
56,101,136,16,60
56,101,2560,16,60
56,101,16725,16,60
56,149,20533,12,136
56,149,6665,12,136
56,149,14852,12,136
56,149,15127,12,136
56,23,6073,16,70
56,72,16185,25,53
57,129,7646,,360
57,129,9728,,360
57,129,7143,,360
57,129,23327,,360
57,129,3535,,360
57,129,27168,,360
